Year,Snowline_elev
2000.0,855.0030497063796
2001.0,867.4746561527207
2002.0,773.8479088080297
2003.0,789.8853591203604
2004.0,754.6032086991308
2005.0,686.0388510890145
2006.0,713.4821408075653
2007.0,692.8435170488841
2008.0,687.2751726930138
2009.0,705.0288010897249
2010.0,664.6050608699381
2011.0,700.3518524818417
2012.0,721.78580592464
2013.0,732.7498795769388
2014.0,712.1081242411211
2015.0,704.22320713235
2016.0,713.1258011172399
2017.0,732.9365293561932
2018.0,711.208910210529
2019.0,726.2214258840646
2020.0,722.1680176875174
2021.0,724.566378420963
2022.0,722.2562250798982
2023.0,700.0400383561292
2024.0,803.9412178015282
