Sen_slope,Area
n10,8.42
n09,11.86
n08,31.43
n07,54.31
n06,62.91
n05,41.55
n04,25.18
n03,14.37
n02,16.23
n01,9.7
n00,0.0
p00,0.88
p01,0.64
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
