Year,Snowline_elev
2000.0,1305.1532554468386
2001.0,1488.1302985345774
2002.0,1463.0732206811836
2003.0,1541.656262000697
2004.0,1538.0561981607657
2005.0,1370.2202345021856
2006.0,1502.8737093449536
2007.0,1634.0039090405628
2008.0,1384.4613278382012
2009.0,1423.6541783586877
2010.0,1526.2492979852004
2011.0,1398.5895324315104
2012.0,1684.5263943944967
2013.0,1522.479019488781
2014.0,1362.8942230774162
2015.0,1564.4250533627865
2016.0,1607.0961831901081
2017.0,1421.2254149224477
2018.0,1573.6361208749831
2019.0,1408.4948763100756
2020.0,1383.447881874325
2021.0,1573.4215987157747
2022.0,1387.9430448870276
2023.0,1316.1875697870107
2024.0,1194.542219223514
