Year,SCA,CCA
2000,11.94,66.75
2001,7.20,61.83
2002,11.19,63.36
2003,11.42,57.39
2004,10.02,53.31
2005,18.53,53.97
2006,16.63,55.32
2007,21.14,51.61
2008,13.05,45.74
2009,16.86,54.17
2010,19.13,53.67
2011,14.23,51.62
2012,15.41,53.86
2013,13.24,46.95
2014,11.64,53.31
2015,12.64,52.10
2016,8.65,43.23
2017,13.59,56.40
2018,17.63,52.64
2019,14.83,48.63
2020,16.08,49.84
2021,9.12,45.33
2022,18.77,51.97
2023,15.96,51.86
2024,16.44,60.79
