Sen_slope,Area
n10,0.0
n09,0.0
n08,0.0
n07,0.0
n06,0.0
n05,0.0
n04,0.0
n03,0.0
n02,0.0
n01,0.0
n00,0.0
p00,0.66
p01,1.36
p02,0.51
p03,0.29
p04,0.28
p05,0.11
p06,0.27
p07,0.23
p08,0.13
p09,0.0
p10,0.0
