Year,Elevation,SCA,CCA
2000.0,0.0,0.03,30.32
2000.0,100.0,0.00,31.35
2000.0,200.0,0.01,29.66
2000.0,300.0,0.01,29.11
2000.0,400.0,0.00,27.46
2000.0,500.0,0.00,26.50
2000.0,600.0,0.00,26.83
2000.0,700.0,0.01,25.84
2000.0,800.0,0.01,25.47
2000.0,900.0,0.02,25.86
2000.0,1000.0,0.05,26.24
2000.0,1100.0,0.14,26.63
2000.0,1200.0,0.41,27.26
2000.0,1300.0,0.92,28.01
2000.0,1400.0,1.70,28.94
2000.0,1500.0,2.95,29.71
2000.0,1600.0,4.79,30.26
2000.0,1700.0,6.83,30.40
2000.0,1800.0,9.70,30.53
2000.0,1900.0,12.74,30.45
2000.0,2000.0,16.92,30.56
2000.0,2100.0,21.12,30.51
2000.0,2200.0,25.23,30.44
2000.0,2300.0,28.62,30.37
2000.0,2400.0,32.60,30.52
2000.0,2500.0,36.90,30.72
2000.0,2600.0,40.75,30.93
2000.0,2700.0,44.71,31.05
2000.0,2800.0,48.41,31.00
2000.0,2900.0,52.71,31.08
2000.0,3000.0,56.42,30.95
2000.0,3100.0,59.39,30.87
2000.0,3200.0,62.52,30.65
2000.0,3300.0,65.35,30.37
2000.0,3400.0,67.46,30.15
2000.0,3500.0,69.20,30.21
2000.0,3600.0,71.11,30.23
2000.0,3700.0,72.80,30.28
2000.0,3800.0,74.79,30.42
2000.0,3900.0,76.02,30.57
2000.0,4000.0,78.08,30.91
2000.0,4100.0,79.93,31.24
2000.0,4200.0,82.02,31.73
2000.0,4300.0,84.19,32.07
2000.0,4400.0,86.46,32.59
2000.0,4500.0,88.32,33.15
2000.0,4600.0,89.67,33.40
2000.0,4700.0,90.57,33.69
2000.0,4800.0,91.51,34.03
2000.0,4900.0,93.44,34.52
2000.0,5000.0,94.63,35.31
2000.0,5100.0,95.27,35.93
2000.0,5200.0,96.25,37.86
2000.0,5300.0,96.70,38.40
2000.0,5400.0,97.40,40.65
2000.0,5500.0,97.76,43.80
2000.0,5600.0,97.41,42.35
2000.0,5700.0,93.11,39.35
2000.0,5800.0,94.59,41.36
2000.0,5900.0,96.27,42.12
2000.0,6000.0,93.62,43.34
2000.0,6100.0,93.45,45.41
2000.0,6200.0,89.88,45.73
2000.0,6300.0,91.64,45.46
2000.0,6400.0,97.54,45.60
2000.0,6500.0,98.64,44.85
2001.0,0.0,0.00,29.06
2001.0,100.0,0.03,30.40
2001.0,200.0,0.02,28.16
2001.0,300.0,0.01,26.14
2001.0,400.0,0.01,26.76
2001.0,500.0,0.01,26.17
2001.0,600.0,0.02,24.77
2001.0,700.0,0.02,23.72
2001.0,800.0,0.02,23.00
2001.0,900.0,0.02,22.47
2001.0,1000.0,0.02,22.10
2001.0,1100.0,0.03,21.63
2001.0,1200.0,0.05,21.32
2001.0,1300.0,0.10,21.35
2001.0,1400.0,0.19,21.49
2001.0,1500.0,0.40,21.72
2001.0,1600.0,0.79,21.98
2001.0,1700.0,1.35,22.11
2001.0,1800.0,2.59,22.45
2001.0,1900.0,4.45,22.68
2001.0,2000.0,7.56,23.11
2001.0,2100.0,11.04,23.18
2001.0,2200.0,15.18,23.25
2001.0,2300.0,19.07,23.18
2001.0,2400.0,23.58,23.24
2001.0,2500.0,27.93,23.40
2001.0,2600.0,31.74,23.53
2001.0,2700.0,35.57,23.67
2001.0,2800.0,38.87,23.62
2001.0,2900.0,42.64,23.50
2001.0,3000.0,45.53,23.42
2001.0,3100.0,47.92,23.48
2001.0,3200.0,50.61,23.64
2001.0,3300.0,53.33,23.75
2001.0,3400.0,55.69,23.81
2001.0,3500.0,57.92,23.91
2001.0,3600.0,60.54,23.95
2001.0,3700.0,62.62,23.95
2001.0,3800.0,65.30,24.02
2001.0,3900.0,66.95,24.06
2001.0,4000.0,69.28,24.14
2001.0,4100.0,71.50,24.31
2001.0,4200.0,74.13,24.59
2001.0,4300.0,77.02,24.84
2001.0,4400.0,79.98,25.23
2001.0,4500.0,82.57,25.65
2001.0,4600.0,84.38,25.75
2001.0,4700.0,85.49,25.76
2001.0,4800.0,86.65,25.84
2001.0,4900.0,88.93,26.21
2001.0,5000.0,90.51,26.77
