Year,Snowline_elev
2000.0,420.08625042762674
2001.0,429.9486991260561
2002.0,369.947062780136
2003.0,390.8382336331569
2004.0,375.5078868225617
2005.0,378.3695022204868
2006.0,393.5691893070708
2007.0,370.72591975203204
2008.0,374.5742817951389
2009.0,360.26092972295066
2010.0,374.2137788134414
2011.0,381.67212785694306
2012.0,363.80946022518145
2013.0,377.94446617765715
2014.0,366.218895926273
2015.0,366.7841988282417
2016.0,377.92670428702945
2017.0,396.4568143568475
2018.0,379.680102413912
2019.0,380.64636512431514
2020.0,381.89297929883935
2021.0,375.3242514377535
2022.0,393.19566726890616
2023.0,362.8123713364567
2024.0,376.12669757458707
