Sen_slope,Area
n10,11.76
n09,11.06
n08,19.01
n07,29.35
n06,39.41
n05,46.54
n04,47.53
n03,30.38
n02,8.18
n01,4.46
n00,1.12
p00,18.38
p01,62.47
p02,46.73
p03,17.07
p04,4.65
p05,1.09
p06,0.31
p07,0.0
p08,0.18
p09,0.16
p10,0.08
