Year,SCA,CCA
2000,15.65,32.83
2001,13.87,24.90
2002,16.41,24.35
2003,13.68,15.58
2004,13.27,20.13
2005,15.03,21.33
2006,14.71,22.17
2007,14.06,15.46
2008,13.91,12.01
2009,12.43,19.34
2010,12.66,10.02
2011,12.52,12.04
2012,12.19,18.78
2013,11.63,14.62
2014,12.57,15.83
2015,10.63,19.75
2016,12.95,19.57
2017,12.61,15.62
2018,10.74,15.38
2019,8.12,16.27
2020,10.36,11.55
2021,9.40,12.05
2022,11.15,13.98
2023,11.18,21.58
2024,12.92,29.16
