Year,Snowline_elev
2000.0,912.0814902957873
2001.0,1037.602980981178
2002.0,889.8127797447489
2003.0,811.4258535515959
2004.0,786.2597271578668
2005.0,742.7050172826622
2006.0,798.7305253221112
2007.0,794.7278537615492
2008.0,783.5502755399807
2009.0,856.2362205983893
2010.0,821.5660974113922
2011.0,841.9122638956387
2012.0,883.2889157432478
2013.0,899.5928302511902
2014.0,813.963084209512
2015.0,825.7911054997019
2016.0,938.1285807467555
2017.0,791.9759888042566
2018.0,880.1588846593843
2019.0,770.8811786365719
2020.0,823.1530089576872
2021.0,908.0378016605835
2022.0,808.0605816732503
2023.0,715.0811775434008
2024.0,808.225973334909
