Year,SCA,CCA
2000,22.57,64.07
2001,18.65,57.91
2002,21.87,55.58
2003,20.90,46.58
2004,20.11,44.24
2005,19.88,44.56
2006,20.51,43.99
2007,26.03,50.67
2008,24.84,44.92
2009,24.27,50.09
2010,23.32,46.66
2011,21.44,45.83
2012,24.26,51.08
2013,20.89,47.85
2014,28.00,47.33
2015,23.94,49.96
2016,21.27,44.04
2017,19.17,44.36
2018,23.93,44.93
2019,25.00,48.26
2020,20.35,46.19
2021,15.27,45.43
2022,19.78,45.82
2023,25.45,46.25
2024,23.95,60.52
