Sen_slope,Area
n10,28.6
n09,9.36
n08,19.1
n07,31.26
n06,52.9
n05,66.21
n04,81.96
n03,76.05
n02,71.02
n01,68.8
n00,25.62
p00,8.85
p01,118.02
p02,136.26
p03,117.5
p04,95.03
p05,82.0
p06,50.58
p07,37.75
p08,26.2
p09,13.64
p10,15.71
