Year,Elevation,SCA,CCA
2000.0,3700.0,7.09,10.20
2000.0,3800.0,5.14,10.15
2000.0,3900.0,9.71,7.92
2000.0,4000.0,8.38,7.63
2000.0,4100.0,6.52,6.45
2000.0,4200.0,4.65,5.15
2000.0,4300.0,5.39,5.30
2000.0,4400.0,6.67,5.56
2000.0,4500.0,7.18,5.67
2000.0,4600.0,6.38,6.09
2000.0,4700.0,7.34,6.40
2000.0,4800.0,8.60,6.65
2000.0,4900.0,11.16,7.28
2000.0,5000.0,13.78,7.47
2000.0,5100.0,17.56,7.69
2000.0,5200.0,23.78,8.40
2000.0,5300.0,25.90,8.99
2000.0,5400.0,26.93,9.21
2000.0,5500.0,25.99,9.66
2000.0,5600.0,22.88,9.44
2000.0,5700.0,18.66,9.34
2000.0,5800.0,17.96,9.85
2000.0,5900.0,36.13,12.27
2000.0,6000.0,49.65,12.75
2000.0,6100.0,57.24,13.25
2001.0,3700.0,0.00,0.98
2001.0,3800.0,0.00,1.51
2001.0,3900.0,2.05,1.20
2001.0,4000.0,0.84,1.15
2001.0,4100.0,0.33,1.28
2001.0,4200.0,0.53,1.30
2001.0,4300.0,0.51,1.39
2001.0,4400.0,0.68,1.75
2001.0,4500.0,1.61,1.87
2001.0,4600.0,1.32,1.97
2001.0,4700.0,2.12,2.17
2001.0,4800.0,3.20,2.44
2001.0,4900.0,5.10,3.02
2001.0,5000.0,7.18,3.34
2001.0,5100.0,10.31,3.69
2001.0,5200.0,16.83,4.23
2001.0,5300.0,22.31,4.55
2001.0,5400.0,26.75,4.69
2001.0,5500.0,33.21,4.87
2001.0,5600.0,33.40,4.67
2001.0,5700.0,29.49,5.13
2001.0,5800.0,33.32,6.06
2001.0,5900.0,57.70,8.42
2001.0,6000.0,76.37,9.67
2001.0,6100.0,85.10,11.65
2002.0,3700.0,11.66,4.52
2002.0,3800.0,11.12,5.02
2002.0,3900.0,16.43,3.34
2002.0,4000.0,14.74,3.01
2002.0,4100.0,10.58,2.43
2002.0,4200.0,7.05,2.15
2002.0,4300.0,8.43,2.42
2002.0,4400.0,11.42,2.80
2002.0,4500.0,12.19,3.19
2002.0,4600.0,10.40,3.69
2002.0,4700.0,11.26,4.12
2002.0,4800.0,13.34,4.21
2002.0,4900.0,17.89,4.48
2002.0,5000.0,20.88,4.61
2002.0,5100.0,25.79,4.49
2002.0,5200.0,34.70,4.68
2002.0,5300.0,39.51,4.81
2002.0,5400.0,40.88,5.13
2002.0,5500.0,41.11,5.48
2002.0,5600.0,36.74,5.24
2002.0,5700.0,32.99,5.76
2002.0,5800.0,26.92,6.54
2002.0,5900.0,49.83,8.79
2002.0,6000.0,62.90,10.05
2002.0,6100.0,71.34,11.27
2003.0,3700.0,0.91,0.67
2003.0,3800.0,1.02,0.84
2003.0,3900.0,5.26,0.96
2003.0,4000.0,3.54,0.73
2003.0,4100.0,3.19,0.92
2003.0,4200.0,2.66,0.68
2003.0,4300.0,3.46,0.79
2003.0,4400.0,4.79,0.92
2003.0,4500.0,5.62,0.86
2003.0,4600.0,5.12,1.03
2003.0,4700.0,6.04,1.10
2003.0,4800.0,7.41,1.16
2003.0,4900.0,10.60,1.32
2003.0,5000.0,12.71,1.37
2003.0,5100.0,16.39,1.49
2003.0,5200.0,23.07,1.62
2003.0,5300.0,26.56,1.70
2003.0,5400.0,27.43,1.76
2003.0,5500.0,26.96,1.92
2003.0,5600.0,23.65,2.00
2003.0,5700.0,18.32,2.35
2003.0,5800.0,14.37,2.39
2003.0,5900.0,25.88,3.46
2003.0,6000.0,31.58,4.62
2003.0,6100.0,38.52,6.10
2004.0,3700.0,0.13,2.23
2004.0,3800.0,0.23,2.32
2004.0,3900.0,3.89,2.90
2004.0,4000.0,2.62,2.81
2004.0,4100.0,2.08,2.13
2004.0,4200.0,2.48,1.68
2004.0,4300.0,2.63,1.97
2004.0,4400.0,3.60,2.45
2004.0,4500.0,4.09,2.43
2004.0,4600.0,3.34,2.45
2004.0,4700.0,3.72,2.82
2004.0,4800.0,4.54,3.08
2004.0,4900.0,6.05,3.40
2004.0,5000.0,8.02,3.58
2004.0,5100.0,10.77,3.83
2004.0,5200.0,15.16,4.13
2004.0,5300.0,18.07,4.32
2004.0,5400.0,18.95,4.47
2004.0,5500.0,19.69,4.61
2004.0,5600.0,19.23,4.77
2004.0,5700.0,17.82,5.09
2004.0,5800.0,19.09,5.67
2004.0,5900.0,26.26,6.93
2004.0,6000.0,32.28,7.88
2004.0,6100.0,38.48,8.59
2005.0,3700.0,4.46,2.47
2005.0,3800.0,4.68,2.60
2005.0,3900.0,11.95,2.16
2005.0,4000.0,9.22,2.02
2005.0,4100.0,6.99,1.52
2005.0,4200.0,5.75,1.56
2005.0,4300.0,6.33,1.56
2005.0,4400.0,8.33,1.88
2005.0,4500.0,9.38,2.05
2005.0,4600.0,8.25,2.14
2005.0,4700.0,8.94,2.30
2005.0,4800.0,10.28,2.38
2005.0,4900.0,13.62,2.64
2005.0,5000.0,16.26,2.83
2005.0,5100.0,20.55,3.02
2005.0,5200.0,28.20,3.29
2005.0,5300.0,31.85,3.46
2005.0,5400.0,33.07,3.61
2005.0,5500.0,33.22,3.98
2005.0,5600.0,30.35,4.02
2005.0,5700.0,26.33,3.92
2005.0,5800.0,22.27,3.77
2005.0,5900.0,39.02,6.21
2005.0,6000.0,50.22,8.17
2005.0,6100.0,61.19,9.03
2006.0,3700.0,1.57,1.62
2006.0,3800.0,1.62,1.82
2006.0,3900.0,5.44,1.05
2006.0,4000.0,3.71,1.01
2006.0,4100.0,2.39,0.70
2006.0,4200.0,1.70,0.35
2006.0,4300.0,1.80,0.40
2006.0,4400.0,2.38,0.51
2006.0,4500.0,3.26,0.48
2006.0,4600.0,2.94,0.47
2006.0,4700.0,3.55,0.54
2006.0,4800.0,4.54,0.66
2006.0,4900.0,6.95,0.80
2006.0,5000.0,9.05,0.83
2006.0,5100.0,11.62,0.95
2006.0,5200.0,17.53,1.06
2006.0,5300.0,20.43,1.13
2006.0,5400.0,21.24,1.23
2006.0,5500.0,22.52,1.51
2006.0,5600.0,21.47,1.42
2006.0,5700.0,17.22,1.63
2006.0,5800.0,20.86,1.63
2006.0,5900.0,34.69,2.78
2006.0,6000.0,47.52,4.27
2006.0,6100.0,59.33,5.52
2007.0,3700.0,1.50,2.72
2007.0,3800.0,1.27,2.75
2007.0,3900.0,4.97,2.39
2007.0,4000.0,4.72,2.20
2007.0,4100.0,3.25,1.77
2007.0,4200.0,2.16,1.62
2007.0,4300.0,2.49,1.56
2007.0,4400.0,3.28,1.94
2007.0,4500.0,4.32,1.96
2007.0,4600.0,4.26,2.08
2007.0,4700.0,4.89,2.36
2007.0,4800.0,5.89,2.53
2007.0,4900.0,8.23,2.85
2007.0,5000.0,10.34,3.01
2007.0,5100.0,13.44,3.15
2007.0,5200.0,18.55,3.50
2007.0,5300.0,20.99,3.78
2007.0,5400.0,21.78,3.96
2007.0,5500.0,21.08,4.20
2007.0,5600.0,18.62,4.06
2007.0,5700.0,15.39,4.36
2007.0,5800.0,13.10,4.36
2007.0,5900.0,23.16,5.74
2007.0,6000.0,26.26,7.00
2007.0,6100.0,31.35,8.43
2008.0,3700.0,0.08,0.00
2008.0,3800.0,0.12,0.04
2008.0,3900.0,3.91,1.75
2008.0,4000.0,3.86,1.24
2008.0,4100.0,2.72,0.74
2008.0,4200.0,2.48,0.60
2008.0,4300.0,2.34,0.71
2008.0,4400.0,3.06,0.85
2008.0,4500.0,3.43,0.81
2008.0,4600.0,2.76,0.85
2008.0,4700.0,3.12,0.90
2008.0,4800.0,3.70,0.87
2008.0,4900.0,4.90,0.93
2008.0,5000.0,6.47,0.97
2008.0,5100.0,8.51,1.10
2008.0,5200.0,12.43,1.36
2008.0,5300.0,14.22,1.55
2008.0,5400.0,14.44,1.53
2008.0,5500.0,14.09,1.48
2008.0,5600.0,12.53,1.33
2008.0,5700.0,8.84,1.13
2008.0,5800.0,8.89,0.99
2008.0,5900.0,16.60,0.84
2008.0,6000.0,22.34,1.65
2008.0,6100.0,29.29,1.83
2009.0,3700.0,0.23,2.19
2009.0,3800.0,0.24,2.22
2009.0,3900.0,5.07,2.33
2009.0,4000.0,4.38,2.11
2009.0,4100.0,3.36,1.52
2009.0,4200.0,2.30,1.38
2009.0,4300.0,2.50,1.33
2009.0,4400.0,3.02,1.59
2009.0,4500.0,3.32,1.70
2009.0,4600.0,2.85,1.78
2009.0,4700.0,3.15,1.87
2009.0,4800.0,3.76,1.97
2009.0,4900.0,5.25,2.17
2009.0,5000.0,7.16,2.29
2009.0,5100.0,9.05,2.41
2009.0,5200.0,12.79,2.77
2009.0,5300.0,14.43,2.92
2009.0,5400.0,14.74,2.95
2009.0,5500.0,13.69,3.06
2009.0,5600.0,11.83,2.90
2009.0,5700.0,8.63,2.98
2009.0,5800.0,6.56,3.18
2009.0,5900.0,10.43,4.54
2009.0,6000.0,14.87,5.28
2009.0,6100.0,18.22,5.29
2010.0,3700.0,0.43,1.45
2010.0,3800.0,0.47,1.61
2010.0,3900.0,2.37,1.76
2010.0,4000.0,2.14,1.73
2010.0,4100.0,1.70,1.36
2010.0,4200.0,1.30,1.08
2010.0,4300.0,1.55,1.11
2010.0,4400.0,2.08,1.30
2010.0,4500.0,2.26,1.31
2010.0,4600.0,1.94,1.26
2010.0,4700.0,2.16,1.29
2010.0,4800.0,2.57,1.37
2010.0,4900.0,3.62,1.52
2010.0,5000.0,5.27,1.57
2010.0,5100.0,7.27,1.59
2010.0,5200.0,10.22,1.70
