Year,Snowline_elev
2000.0,278.53959547480287
2001.0,287.947742444907
2002.0,270.31232755766473
2003.0,280.99455040871936
2004.0,272.5322128851541
2005.0,244.56140350877192
2006.0,270.06400787789266
2007.0,259.7296904519692
2008.0,256.55219675626284
2009.0,258.41885718069256
2010.0,254.8214052073793
2011.0,256.68255210185646
2012.0,258.7323405880107
2013.0,249.38137109952532
2014.0,271.671388101983
2015.0,246.29471890971038
2016.0,261.9091884161602
2017.0,244.43728983329757
2018.0,264.84624846248465
2019.0,258.8227098571926
2020.0,249.9494674648216
2021.0,276.35788930460586
2022.0,247.74696018437575
2023.0,235.2621025494128
2024.0,257.52558503357017
