Year,Snowline_elev
2000.0,2336.318094552435
2001.0,2548.080896929435
2002.0,2193.3651961791993
2003.0,2566.198901852467
2004.0,2332.0108554799435
2005.0,2353.615199810267
2006.0,2362.803202445357
2007.0,2429.788422626271
2008.0,2314.9683061494998
2009.0,2407.185912929457
2010.0,2294.4572813702525
2011.0,2237.5488411234114
2012.0,2577.8919113106012
2013.0,2405.871835938679
2014.0,2452.4265586149754
2015.0,2516.8689477765392
2016.0,2418.952899091276
2017.0,2268.91158168266
2018.0,2419.6466345481817
2019.0,2786.340923635061
2020.0,2436.891153230689
2021.0,2692.1848401630155
2022.0,2251.163054524452
2023.0,2755.9432861347736
2024.0,2359.0434194747695
