Sen_slope,Area
n10,0.0
n09,0.0
n08,1.66
n07,19.36
n06,45.7
n05,48.63
n04,29.52
n03,19.33
n02,16.83
n01,17.56
n00,2.44
p00,0.0
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
