Year,SCA,CCA
2000,13.51,71.08
2001,10.06,61.30
2002,12.88,68.77
2003,12.76,59.40
2004,11.65,55.83
2005,15.52,57.06
2006,15.55,56.36
2007,19.41,54.42
2008,12.18,45.72
2009,13.39,55.20
2010,16.75,57.04
2011,15.51,52.31
2012,13.88,56.49
2013,12.52,48.84
2014,13.59,55.76
2015,11.84,53.63
2016,9.68,44.61
2017,13.97,57.55
2018,15.70,51.01
2019,13.47,51.95
2020,14.96,53.55
2021,11.84,43.58
2022,17.42,53.40
2023,14.85,55.70
2024,17.85,59.30
