Year,Snowline_elev
2000.0,2432.330412768679
2001.0,2670.1302875961856
2002.0,2474.7728588857162
2003.0,2490.022661773974
2004.0,2684.452991538468
2005.0,2597.0274213072043
2006.0,2710.079920007046
2007.0,2521.972000527454
2008.0,2362.388141637527
2009.0,2618.2415235031453
2010.0,2431.287858973384
2011.0,2117.0778058155593
2012.0,2732.441230304926
2013.0,2629.2231903782704
2014.0,2573.2998645733583
2015.0,2516.8796850281797
2016.0,2624.172855462354
2017.0,2367.0819317198093
2018.0,2511.7842156798324
2019.0,3075.8736434841317
2020.0,2612.5717008014503
2021.0,3131.5189647374864
2022.0,2409.9903799395843
2023.0,2961.089107149211
2024.0,2466.226787498758
