Year,Elevation,SCA,CCA
2000.0,0.0,4.95,70.43
2000.0,100.0,6.88,51.54
2000.0,200.0,2.98,43.76
2000.0,300.0,6.95,54.92
2000.0,400.0,8.35,53.62
2000.0,500.0,10.43,55.23
2000.0,600.0,12.13,59.63
2000.0,700.0,14.13,62.81
2000.0,800.0,16.09,67.19
2000.0,900.0,19.27,71.49
2000.0,1000.0,22.60,74.47
2000.0,1100.0,26.90,76.97
2000.0,1200.0,31.57,78.58
2000.0,1300.0,35.81,79.48
2000.0,1400.0,36.78,78.60
2000.0,1500.0,41.16,79.45
2000.0,1600.0,46.23,80.42
2000.0,1700.0,51.29,80.20
2000.0,1800.0,56.32,79.52
2000.0,1900.0,60.89,79.40
2000.0,2000.0,70.25,78.57
2000.0,2100.0,79.85,76.43
2000.0,2200.0,87.02,75.95
2000.0,2300.0,91.86,72.80
2000.0,2400.0,94.14,71.43
2000.0,2500.0,97.92,73.64
2000.0,2600.0,99.31,78.50
2000.0,2700.0,99.78,81.80
2000.0,2800.0,99.72,82.86
2000.0,2900.0,99.80,82.00
2000.0,3000.0,99.88,81.75
2000.0,3100.0,99.90,83.22
2000.0,3200.0,99.71,83.32
2000.0,3300.0,99.17,81.72
2000.0,3400.0,98.82,82.59
2000.0,3500.0,100.00,82.28
2001.0,0.0,2.45,64.81
2001.0,100.0,3.36,42.65
2001.0,200.0,1.54,34.05
2001.0,300.0,4.01,45.14
2001.0,400.0,5.08,43.17
2001.0,500.0,6.57,44.13
2001.0,600.0,8.17,48.67
2001.0,700.0,9.75,52.09
2001.0,800.0,11.11,56.54
2001.0,900.0,13.61,61.60
2001.0,1000.0,16.39,65.10
2001.0,1100.0,20.22,68.25
2001.0,1200.0,24.90,70.43
2001.0,1300.0,29.88,71.77
2001.0,1400.0,32.65,70.61
2001.0,1500.0,38.09,71.57
2001.0,1600.0,43.71,72.46
2001.0,1700.0,47.98,71.86
2001.0,1800.0,52.21,70.76
2001.0,1900.0,55.74,69.97
2001.0,2000.0,64.02,70.11
2001.0,2100.0,74.24,69.52
2001.0,2200.0,82.50,70.16
2001.0,2300.0,88.41,68.03
2001.0,2400.0,90.09,66.83
2001.0,2500.0,96.90,70.46
2001.0,2600.0,98.38,77.38
2001.0,2700.0,96.26,82.13
2001.0,2800.0,97.10,82.49
2001.0,2900.0,96.19,82.08
2001.0,3000.0,96.89,82.05
2001.0,3100.0,98.14,83.98
2001.0,3200.0,99.57,84.48
2001.0,3300.0,99.11,84.05
2001.0,3400.0,98.46,85.61
2001.0,3500.0,99.00,85.06
2002.0,0.0,7.11,62.42
2002.0,100.0,5.89,40.03
2002.0,200.0,3.34,30.85
2002.0,300.0,6.43,43.16
2002.0,400.0,7.29,41.39
2002.0,500.0,9.10,42.73
2002.0,600.0,11.43,47.41
2002.0,700.0,13.92,50.87
2002.0,800.0,15.90,56.08
2002.0,900.0,19.00,61.51
2002.0,1000.0,22.13,65.74
2002.0,1100.0,26.20,69.29
2002.0,1200.0,30.83,71.67
2002.0,1300.0,35.51,73.23
2002.0,1400.0,38.06,72.85
2002.0,1500.0,42.68,74.00
2002.0,1600.0,48.67,75.10
2002.0,1700.0,53.76,74.58
2002.0,1800.0,59.08,73.68
2002.0,1900.0,63.24,73.40
2002.0,2000.0,70.47,72.49
2002.0,2100.0,79.69,70.20
2002.0,2200.0,85.58,69.70
2002.0,2300.0,90.29,66.12
2002.0,2400.0,91.78,64.35
2002.0,2500.0,96.34,68.16
2002.0,2600.0,98.21,74.82
2002.0,2700.0,98.47,78.49
2002.0,2800.0,98.49,81.20
2002.0,2900.0,98.39,80.53
2002.0,3000.0,98.44,80.09
2002.0,3100.0,98.73,82.61
2002.0,3200.0,98.84,83.83
2002.0,3300.0,99.18,82.16
2002.0,3400.0,99.16,84.41
2002.0,3500.0,99.07,84.69
2003.0,0.0,6.71,56.18
2003.0,100.0,5.65,32.19
2003.0,200.0,3.33,23.54
2003.0,300.0,5.42,34.88
2003.0,400.0,5.87,32.75
2003.0,500.0,6.66,33.78
2003.0,600.0,8.80,38.39
2003.0,700.0,10.67,41.99
2003.0,800.0,13.10,47.26
2003.0,900.0,16.26,52.91
2003.0,1000.0,19.23,57.23
2003.0,1100.0,22.86,61.10
2003.0,1200.0,26.96,63.57
2003.0,1300.0,31.74,65.17
2003.0,1400.0,34.90,64.33
2003.0,1500.0,40.12,65.34
2003.0,1600.0,45.54,66.51
2003.0,1700.0,50.13,65.81
2003.0,1800.0,54.34,64.90
2003.0,1900.0,57.62,64.51
2003.0,2000.0,65.40,64.10
2003.0,2100.0,76.12,62.61
2003.0,2200.0,84.53,62.61
2003.0,2300.0,90.24,59.77
2003.0,2400.0,91.79,59.14
2003.0,2500.0,96.49,63.81
2003.0,2600.0,97.67,70.49
2003.0,2700.0,98.07,72.88
2003.0,2800.0,97.73,78.55
2003.0,2900.0,98.41,78.09
2003.0,3000.0,98.40,78.19
2003.0,3100.0,97.74,83.05
2003.0,3200.0,97.51,87.29
2003.0,3300.0,97.96,88.25
2003.0,3400.0,97.22,92.35
2003.0,3500.0,96.59,93.24
2004.0,0.0,7.21,52.09
2004.0,100.0,6.18,29.63
2004.0,200.0,3.61,21.79
2004.0,300.0,5.96,32.55
2004.0,400.0,6.45,30.47
2004.0,500.0,7.56,31.64
2004.0,600.0,9.10,36.04
2004.0,700.0,10.42,39.39
2004.0,800.0,12.16,43.93
2004.0,900.0,14.68,49.05
2004.0,1000.0,17.40,53.16
2004.0,1100.0,21.10,56.88
2004.0,1200.0,25.70,59.58
2004.0,1300.0,31.00,61.19
2004.0,1400.0,34.53,60.67
2004.0,1500.0,41.00,61.71
2004.0,1600.0,47.22,62.89
2004.0,1700.0,52.13,62.32
2004.0,1800.0,56.34,61.51
2004.0,1900.0,59.35,61.08
2004.0,2000.0,66.77,61.28
2004.0,2100.0,76.11,60.32
2004.0,2200.0,83.57,60.55
2004.0,2300.0,89.17,58.12
2004.0,2400.0,91.11,58.06
2004.0,2500.0,97.10,62.55
2004.0,2600.0,98.63,68.86
2004.0,2700.0,98.97,70.47
2004.0,2800.0,98.49,75.12
2004.0,2900.0,98.03,74.50
2004.0,3000.0,98.50,75.33
2004.0,3100.0,98.01,80.13
2004.0,3200.0,97.55,82.78
2004.0,3300.0,97.27,82.79
2004.0,3400.0,96.40,85.54
2004.0,3500.0,96.16,86.75
2005.0,0.0,9.32,51.68
2005.0,100.0,6.32,29.54
2005.0,200.0,4.60,22.40
2005.0,300.0,8.20,32.64
2005.0,400.0,9.25,30.69
2005.0,500.0,11.94,32.07
2005.0,600.0,15.76,36.55
2005.0,700.0,20.28,39.54
2005.0,800.0,24.23,43.97
2005.0,900.0,28.14,48.36
2005.0,1000.0,31.77,51.55
2005.0,1100.0,35.98,54.16
2005.0,1200.0,40.86,55.49
2005.0,1300.0,45.69,56.06
2005.0,1400.0,49.02,53.88
2005.0,1500.0,54.48,53.69
2005.0,1600.0,58.83,54.59
2005.0,1700.0,61.71,54.12
2005.0,1800.0,64.07,53.54
