Sen_slope,Area
n10,36.86
n09,17.65
n08,28.86
n07,50.12
n06,60.06
n05,96.45
n04,132.73
n03,123.46
n02,102.29
n01,110.12
n00,34.12
p00,111.07
p01,234.53
p02,103.14
p03,56.37
p04,50.77
p05,69.61
p06,93.3
p07,110.29
p08,76.43
p09,53.32
p10,20.54
