Year,SCA,CCA
2000,12.83,74.91
2001,9.80,69.61
2002,12.25,74.62
2003,13.03,64.35
2004,10.92,61.99
2005,18.44,63.45
2006,16.24,63.30
2007,20.14,60.25
2008,12.57,51.26
2009,14.58,61.12
2010,16.41,63.90
2011,14.51,60.61
2012,13.55,62.47
2013,11.94,55.93
2014,12.08,63.21
2015,13.86,58.05
2016,9.45,49.34
2017,12.89,66.37
2018,16.39,59.41
2019,14.02,57.70
2020,14.87,59.83
2021,11.22,51.00
2022,17.89,61.92
2023,15.90,61.29
2024,18.72,65.59
