Sen_slope,Area
n10,130.65
n09,185.99
n08,403.51
n07,585.73
n06,460.5
n05,278.7
n04,202.02
n03,160.28
n02,134.84
n01,106.29
n00,22.98
p00,0.79
p01,0.21
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
