Sen_slope,Area
n10,0.0
n09,0.0
n08,0.58
n07,2.08
n06,5.53
n05,6.28
n04,6.38
n03,5.22
n02,2.11
n01,0.82
n00,0.45
p00,164.85
p01,391.16
p02,151.48
p03,68.77
p04,52.17
p05,37.86
p06,33.59
p07,22.91
p08,24.97
p09,18.53
p10,30.63
