Elevation,Tendencia
0.0,-1.6034425429315975E-4
100.0,0.0
200.0,2.867443839903572E-5
300.0,6.136847652507561E-4
400.0,0.0015950461055595202
500.0,0.005474856558126707
600.0,0.008885699361851416
700.0,0.013533544467107916
800.0,0.01384864044386358
900.0,0.013964140110354375
1000.0,0.019716367368631766
1100.0,0.05021688468386299
1200.0,0.09010897699975765
1300.0,0.0911143294833337
1400.0,0.12255409165114627
1500.0,0.10266922386532663
1600.0,0.08411779982340414
1700.0,0.04349804305855987
1800.0,-0.10993240856830548
1900.0,-0.28711649457727534
2000.0,-0.5861898010331726
2100.0,-1.0109651248956426
2200.0,-1.6791645584561408
2300.0,-2.32046344076685
2400.0,-3.484812726618631
2500.0,-4.068125140365324
2600.0,-4.784250453776818
2700.0,-5.416601040550485
2800.0,-6.272234071486851
2900.0,-6.649141138883669
3000.0,-2.7058100651077055
3100.0,-2.9152542372881354
3200.0,-3.462962962962963
3300.0,-3.52
3400.0,-4.181818181818182
3500.0,-5.0
