Year,Elevation,SCA,CCA
2000.0,200.0,0.00,76.95
2000.0,300.0,0.00,75.43
2000.0,400.0,0.00,76.54
2000.0,500.0,0.00,79.44
2000.0,600.0,0.00,80.92
2000.0,700.0,0.01,82.57
2000.0,800.0,0.00,83.88
2000.0,900.0,0.00,85.03
2000.0,1000.0,0.00,86.15
2000.0,1100.0,0.01,87.53
2000.0,1200.0,0.03,88.57
2000.0,1300.0,0.05,88.96
2000.0,1400.0,0.14,89.14
2000.0,1500.0,0.26,89.21
2000.0,1600.0,0.14,89.46
2000.0,1700.0,0.03,89.74
2000.0,1800.0,0.03,89.76
2000.0,1900.0,0.04,89.90
2000.0,2000.0,0.04,90.44
2000.0,2100.0,0.04,90.74
2000.0,2200.0,0.03,91.22
2000.0,2300.0,0.02,91.77
2000.0,2400.0,0.01,92.13
2000.0,2500.0,0.00,92.35
2000.0,2600.0,0.00,92.49
2000.0,2700.0,0.00,92.49
2000.0,2800.0,0.00,92.39
2000.0,2900.0,0.00,92.09
2000.0,3000.0,0.00,91.78
2000.0,3100.0,0.00,91.58
2000.0,3200.0,0.01,91.72
2000.0,3300.0,0.03,91.76
2000.0,3400.0,0.03,91.06
2000.0,3500.0,0.03,90.00
2000.0,3600.0,0.02,89.23
2000.0,3700.0,0.04,89.36
2000.0,3800.0,0.05,89.45
2000.0,3900.0,0.08,87.70
2000.0,4000.0,0.14,86.41
2000.0,4100.0,0.23,85.11
2000.0,4200.0,0.72,83.71
2000.0,4300.0,2.05,78.93
2000.0,4400.0,7.18,76.19
2000.0,4500.0,19.76,75.03
2000.0,4600.0,34.72,72.94
2000.0,4700.0,53.54,71.01
2000.0,4800.0,69.27,69.11
2000.0,4900.0,80.64,68.81
2000.0,5000.0,84.25,66.84
2000.0,5100.0,88.15,66.21
2000.0,5200.0,90.59,64.86
2000.0,5300.0,91.48,63.10
2000.0,5400.0,91.63,61.91
2000.0,5500.0,94.39,64.37
2000.0,5600.0,93.67,60.88
2000.0,5700.0,94.94,62.02
2000.0,5800.0,95.83,79.92
2001.0,200.0,0.00,78.43
2001.0,300.0,0.00,76.48
2001.0,400.0,0.00,75.88
2001.0,500.0,0.00,77.43
2001.0,600.0,0.00,79.03
2001.0,700.0,0.00,80.62
2001.0,800.0,0.01,81.70
2001.0,900.0,0.02,83.04
2001.0,1000.0,0.03,84.04
2001.0,1100.0,0.02,85.07
2001.0,1200.0,0.02,86.33
2001.0,1300.0,0.02,87.09
2001.0,1400.0,0.02,87.75
2001.0,1500.0,0.02,88.16
2001.0,1600.0,0.01,88.60
2001.0,1700.0,0.00,88.84
2001.0,1800.0,0.00,89.28
2001.0,1900.0,0.02,89.74
2001.0,2000.0,0.06,90.36
2001.0,2100.0,0.15,90.77
2001.0,2200.0,0.20,91.35
2001.0,2300.0,0.22,91.96
2001.0,2400.0,0.22,92.35
2001.0,2500.0,0.20,92.61
2001.0,2600.0,0.19,92.80
2001.0,2700.0,0.17,92.84
2001.0,2800.0,0.09,92.83
2001.0,2900.0,0.08,92.51
2001.0,3000.0,0.02,92.18
2001.0,3100.0,0.01,91.93
2001.0,3200.0,0.02,91.98
2001.0,3300.0,0.03,91.82
2001.0,3400.0,0.04,90.93
2001.0,3500.0,0.05,89.75
2001.0,3600.0,0.05,88.90
2001.0,3700.0,0.06,88.98
2001.0,3800.0,0.05,88.99
2001.0,3900.0,0.07,87.13
2001.0,4000.0,0.10,85.94
2001.0,4100.0,0.20,84.58
2001.0,4200.0,0.74,82.99
2001.0,4300.0,2.48,76.57
2001.0,4400.0,6.66,72.24
2001.0,4500.0,17.01,70.95
2001.0,4600.0,27.63,69.02
2001.0,4700.0,44.08,68.69
2001.0,4800.0,60.45,67.90
2001.0,4900.0,72.23,68.06
2001.0,5000.0,76.81,66.04
2001.0,5100.0,81.30,65.02
2001.0,5200.0,84.95,63.83
2001.0,5300.0,86.75,61.47
2001.0,5400.0,87.64,59.73
2001.0,5500.0,92.00,61.47
2001.0,5600.0,92.30,59.29
2001.0,5700.0,91.95,61.31
2001.0,5800.0,95.52,76.66
2002.0,200.0,0.03,62.75
2002.0,300.0,0.02,63.39
2002.0,400.0,0.02,65.06
2002.0,500.0,0.02,67.94
2002.0,600.0,0.02,71.25
2002.0,700.0,0.07,74.50
2002.0,800.0,0.12,76.85
2002.0,900.0,0.09,78.20
2002.0,1000.0,0.09,80.10
2002.0,1100.0,0.11,81.79
2002.0,1200.0,0.29,83.43
2002.0,1300.0,0.61,84.27
2002.0,1400.0,0.89,84.88
2002.0,1500.0,1.14,85.37
2002.0,1600.0,1.19,85.91
2002.0,1700.0,1.06,86.46
2002.0,1800.0,1.11,86.90
2002.0,1900.0,1.11,87.30
2002.0,2000.0,1.14,88.15
2002.0,2100.0,1.19,88.60
2002.0,2200.0,1.17,89.26
2002.0,2300.0,1.09,89.92
2002.0,2400.0,1.04,90.45
2002.0,2500.0,1.13,90.84
2002.0,2600.0,1.13,91.00
2002.0,2700.0,1.13,91.15
2002.0,2800.0,1.05,91.13
2002.0,2900.0,1.00,90.77
2002.0,3000.0,1.00,90.41
2002.0,3100.0,0.93,90.22
2002.0,3200.0,0.91,90.33
2002.0,3300.0,0.76,90.06
2002.0,3400.0,0.75,88.91
2002.0,3500.0,0.76,87.39
2002.0,3600.0,0.69,85.73
2002.0,3700.0,0.70,85.86
2002.0,3800.0,0.69,85.70
2002.0,3900.0,0.58,83.12
2002.0,4000.0,0.55,81.25
2002.0,4100.0,0.59,79.26
2002.0,4200.0,0.80,77.36
2002.0,4300.0,1.60,69.58
2002.0,4400.0,4.29,65.21
2002.0,4500.0,11.64,62.85
2002.0,4600.0,21.84,59.26
2002.0,4700.0,36.65,57.59
2002.0,4800.0,52.97,56.32
2002.0,4900.0,65.00,57.10
2002.0,5000.0,71.76,54.98
2002.0,5100.0,78.37,54.96
2002.0,5200.0,82.40,53.98
2002.0,5300.0,85.26,51.56
2002.0,5400.0,87.04,51.00
2002.0,5500.0,91.15,54.21
2002.0,5600.0,91.50,49.00
2002.0,5700.0,92.06,45.69
2002.0,5800.0,96.83,60.25
2003.0,200.0,0.03,62.91
2003.0,300.0,0.03,62.91
2003.0,400.0,0.03,64.43
2003.0,500.0,0.03,67.53
2003.0,600.0,0.06,70.22
2003.0,700.0,0.03,72.61
2003.0,800.0,0.05,75.01
2003.0,900.0,0.08,76.89
2003.0,1000.0,0.09,79.05
