Elevation,Tendencia
3600.0,0.0
3700.0,0.0031019465005462372
3800.0,0.0
3900.0,0.0
4000.0,0.0
4100.0,0.003849742530944905
4200.0,0.0034637761247518603
4300.0,0.0
4400.0,0.0
4500.0,0.001604200569753327
4600.0,0.0
4700.0,-0.0012081418729222868
4800.0,-0.008409307924286005
4900.0,-0.02537706374924035
5000.0,-0.06210489012712831
5100.0,-0.20530767816317666
5200.0,-0.3078174918130098
5300.0,-0.4471664505862054
5400.0,-0.42047818496266487
5500.0,-0.5917836276504956
5600.0,-0.8781058758969443
5700.0,-0.7750095501237589
5800.0,-0.7532665443770283
5900.0,-1.4480097481722178
6000.0,-2.291952628722827
6100.0,-2.050019670657
6200.0,-1.3893232937542235
6300.0,-0.6151990349819058
