Year,SCA,CCA
2000,11.79,15.60
2001,7.54,11.52
2002,17.24,10.98
2003,9.14,5.30
2004,3.70,3.96
2005,14.10,8.20
2006,7.95,4.50
2007,12.17,6.13
2008,11.64,7.79
2009,5.49,6.80
2010,7.04,4.06
2011,8.01,5.20
2012,7.41,5.10
2013,7.80,4.19
2014,3.59,4.70
2015,11.59,8.52
2016,14.62,11.40
2017,9.83,7.82
2018,4.56,5.13
2019,3.76,4.86
2020,3.63,5.05
2021,3.06,2.11
2022,8.84,7.16
2023,1.67,5.15
2024,7.54,18.61
