Year,Snowline_elev
2000.0,431.69615295133576
2001.0,443.9896840327179
2002.0,376.67039739911604
2003.0,333.33611974913504
2004.0,289.7284839007286
2005.0,367.08228728047635
2006.0,400.39916109609345
2007.0,365.7203157654094
2008.0,340.56569221401696
2009.0,298.5886987754862
2010.0,346.15853310601585
2011.0,375.06485371740035
2012.0,332.9012146008026
2013.0,327.8029930658251
2014.0,353.6912260573608
2015.0,412.13835016683174
2016.0,326.04986922044304
2017.0,322.55415254619675
2018.0,288.33353221807675
2019.0,351.60384646441275
2020.0,340.0597437254608
2021.0,350.8071427371158
2022.0,308.3166446593463
2023.0,312.9102125166469
2024.0,380.1884206508783
