Year,SCA,CCA
2000,49.14,79.00
2001,49.98,78.24
2002,51.33,72.65
2003,51.11,66.59
2004,48.92,61.08
2005,56.20,58.85
2006,57.11,63.59
2007,58.88,62.15
2008,53.88,60.09
2009,61.29,63.76
2010,57.44,64.98
2011,55.18,63.13
2012,57.34,61.45
2013,53.32,53.75
2014,55.59,63.56
2015,53.82,59.93
2016,46.72,52.21
2017,52.03,63.32
2018,57.78,60.67
2019,53.69,58.32
2020,56.01,61.39
2021,47.53,56.92
2022,54.32,59.52
2023,58.72,59.10
2024,59.21,75.97
