Year,SCA,CCA
2000,17.47,71.34
2001,12.83,59.62
2002,17.17,66.65
2003,15.48,55.31
2004,14.08,53.94
2005,19.02,54.92
2006,18.42,52.67
2007,22.97,49.66
2008,14.93,43.01
2009,14.67,49.72
2010,19.36,52.42
2011,17.59,49.09
2012,16.36,53.63
2013,14.69,46.73
2014,15.45,51.38
2015,13.97,47.98
2016,11.42,41.08
2017,16.05,52.69
2018,17.07,49.14
2019,15.68,47.91
2020,15.31,48.87
2021,13.44,38.04
2022,20.79,51.99
2023,15.83,50.74
