Sen_slope,Area
n10,133.57
n09,59.39
n08,78.12
n07,108.93
n06,129.73
n05,145.75
n04,124.8
n03,97.59
n02,187.53
n01,360.41
n00,52.99
p00,14.1
p01,145.56
p02,90.49
p03,32.73
p04,14.79
p05,1.11
p06,0.0
p07,0.0
p08,0.14
p09,0.0
p10,0.16
