Year,Elevation,SCA,CCA
2000.0,0.0,0.00,90.13
2000.0,100.0,0.00,93.30
2000.0,200.0,0.00,93.86
2000.0,300.0,0.00,94.46
2000.0,400.0,0.00,94.19
2000.0,500.0,0.00,92.05
2000.0,600.0,0.00,87.58
2000.0,700.0,0.00,84.02
2000.0,800.0,0.00,80.92
2000.0,900.0,0.00,76.26
2000.0,1000.0,0.00,72.57
2000.0,1100.0,0.00,69.31
2000.0,1200.0,0.00,67.31
2000.0,1300.0,0.00,65.97
2000.0,1400.0,0.00,65.97
2000.0,1500.0,0.00,65.77
2000.0,1600.0,0.00,65.88
2000.0,1700.0,0.00,65.76
2000.0,1800.0,0.00,65.85
2000.0,1900.0,0.00,65.86
2000.0,2000.0,0.00,65.68
2000.0,2100.0,0.00,64.57
2000.0,2200.0,0.00,63.87
2000.0,2300.0,0.00,61.07
2000.0,2400.0,0.00,60.47
2000.0,2500.0,0.00,60.23
2000.0,2600.0,0.00,61.21
2000.0,2700.0,0.00,63.39
2000.0,2800.0,0.00,63.39
2000.0,2900.0,0.00,65.34
2000.0,3000.0,0.00,66.57
2000.0,3100.0,0.00,67.28
2000.0,3200.0,0.00,67.86
2000.0,3300.0,0.00,67.99
2000.0,3400.0,0.00,67.89
2000.0,3500.0,0.01,68.34
2000.0,3600.0,0.01,69.41
2000.0,3700.0,0.03,71.27
2000.0,3800.0,0.07,72.13
2000.0,3900.0,0.07,72.74
2000.0,4000.0,0.09,74.26
2000.0,4100.0,0.16,76.58
2000.0,4200.0,0.26,77.26
2000.0,4300.0,0.49,76.75
2000.0,4400.0,2.11,74.92
2000.0,4500.0,6.74,74.25
2000.0,4600.0,13.94,73.76
2000.0,4700.0,23.93,72.57
2000.0,4800.0,39.45,68.92
2000.0,4900.0,52.52,68.33
2000.0,5000.0,68.91,66.74
2000.0,5100.0,79.69,67.00
2000.0,5200.0,92.08,65.59
2000.0,5300.0,96.06,63.53
2000.0,5400.0,97.38,64.95
2000.0,5500.0,98.24,65.16
2000.0,5600.0,98.14,60.94
2000.0,5700.0,99.39,70.01
2000.0,5800.0,100.00,74.56
2001.0,0.0,0.00,89.59
2001.0,100.0,0.00,91.36
2001.0,200.0,0.00,91.39
2001.0,300.0,0.00,91.81
2001.0,400.0,0.00,90.76
2001.0,500.0,0.00,87.74
2001.0,600.0,0.00,83.55
2001.0,700.0,0.00,79.06
2001.0,800.0,0.00,74.76
2001.0,900.0,0.00,70.24
2001.0,1000.0,0.00,66.49
2001.0,1100.0,0.00,62.55
2001.0,1200.0,0.00,60.22
2001.0,1300.0,0.00,58.84
2001.0,1400.0,0.00,58.81
2001.0,1500.0,0.00,58.34
2001.0,1600.0,0.00,58.26
2001.0,1700.0,0.00,58.08
2001.0,1800.0,0.00,58.00
2001.0,1900.0,0.00,57.91
2001.0,2000.0,0.00,57.80
2001.0,2100.0,0.00,56.61
2001.0,2200.0,0.01,55.85
2001.0,2300.0,0.01,52.74
2001.0,2400.0,0.01,52.66
2001.0,2500.0,0.01,51.92
2001.0,2600.0,0.01,52.85
2001.0,2700.0,0.00,55.11
2001.0,2800.0,0.00,55.47
2001.0,2900.0,0.00,57.26
2001.0,3000.0,0.00,57.97
2001.0,3100.0,0.00,59.64
2001.0,3200.0,0.00,60.89
2001.0,3300.0,0.00,61.02
2001.0,3400.0,0.00,61.22
2001.0,3500.0,0.01,62.66
2001.0,3600.0,0.01,63.68
2001.0,3700.0,0.01,65.55
2001.0,3800.0,0.01,66.92
2001.0,3900.0,0.01,67.66
2001.0,4000.0,0.04,69.51
2001.0,4100.0,0.04,72.29
2001.0,4200.0,0.12,72.86
2001.0,4300.0,0.38,72.24
2001.0,4400.0,1.68,70.51
2001.0,4500.0,5.34,69.98
2001.0,4600.0,10.97,70.64
2001.0,4700.0,19.56,69.57
2001.0,4800.0,34.38,66.73
2001.0,4900.0,45.17,67.47
2001.0,5000.0,63.42,68.20
2001.0,5100.0,73.03,69.76
2001.0,5200.0,86.75,68.77
2001.0,5300.0,90.86,67.17
2001.0,5400.0,92.51,69.14
2001.0,5500.0,94.09,68.51
2001.0,5600.0,94.58,63.86
2001.0,5700.0,96.26,72.30
2001.0,5800.0,97.41,76.74
2002.0,0.0,0.00,86.11
2002.0,100.0,0.00,90.70
2002.0,200.0,0.00,91.47
2002.0,300.0,0.00,91.68
2002.0,400.0,0.00,90.09
2002.0,500.0,0.00,85.81
2002.0,600.0,0.00,81.12
2002.0,700.0,0.00,77.04
2002.0,800.0,0.00,73.47
2002.0,900.0,0.00,68.80
2002.0,1000.0,0.00,65.33
2002.0,1100.0,0.00,61.15
2002.0,1200.0,0.00,58.79
2002.0,1300.0,0.02,57.03
2002.0,1400.0,0.02,56.84
2002.0,1500.0,0.03,55.97
2002.0,1600.0,0.03,55.35
2002.0,1700.0,0.04,54.07
2002.0,1800.0,0.03,53.09
2002.0,1900.0,0.03,52.32
2002.0,2000.0,0.05,51.62
2002.0,2100.0,0.07,49.90
2002.0,2200.0,0.09,48.57
2002.0,2300.0,0.10,44.83
2002.0,2400.0,0.09,43.42
2002.0,2500.0,0.13,43.04
2002.0,2600.0,0.13,43.80
2002.0,2700.0,0.13,45.51
2002.0,2800.0,0.14,46.02
2002.0,2900.0,0.15,47.68
2002.0,3000.0,0.20,48.38
2002.0,3100.0,0.27,48.91
2002.0,3200.0,0.26,49.57
2002.0,3300.0,0.23,49.59
2002.0,3400.0,0.19,49.56
2002.0,3500.0,0.22,50.30
2002.0,3600.0,0.23,51.19
2002.0,3700.0,0.28,53.28
2002.0,3800.0,0.27,54.51
2002.0,3900.0,0.26,55.68
2002.0,4000.0,0.27,57.76
2002.0,4100.0,0.38,61.04
2002.0,4200.0,0.46,61.73
2002.0,4300.0,0.65,61.62
2002.0,4400.0,2.06,60.36
2002.0,4500.0,5.14,59.10
2002.0,4600.0,9.93,58.70
2002.0,4700.0,16.18,57.02
2002.0,4800.0,29.14,52.55
2002.0,4900.0,40.48,53.49
2002.0,5000.0,58.91,52.45
2002.0,5100.0,72.38,54.34
2002.0,5200.0,86.50,53.31
2002.0,5300.0,91.30,50.56
2002.0,5400.0,93.65,53.19
2002.0,5500.0,94.75,52.19
2002.0,5600.0,93.78,46.93
2002.0,5700.0,96.40,56.71
2002.0,5800.0,97.43,62.12
2003.0,0.0,0.00,81.62
2003.0,100.0,0.00,87.06
2003.0,200.0,0.00,90.30
2003.0,300.0,0.00,91.65
2003.0,400.0,0.00,92.39
2003.0,500.0,0.00,91.45
2003.0,600.0,0.00,88.10
2003.0,700.0,0.00,84.46
2003.0,800.0,0.00,80.37
2003.0,900.0,0.00,74.83
2003.0,1000.0,0.00,70.38
2003.0,1100.0,0.00,65.53
2003.0,1200.0,0.03,62.32
2003.0,1300.0,0.08,60.22
2003.0,1400.0,0.09,59.77
2003.0,1500.0,0.08,58.82
2003.0,1600.0,0.08,58.15
2003.0,1700.0,0.10,57.02
2003.0,1800.0,0.11,56.39
2003.0,1900.0,0.11,55.78
2003.0,2000.0,0.14,55.14
2003.0,2100.0,0.14,53.06
2003.0,2200.0,0.17,51.84
2003.0,2300.0,0.21,47.69
2003.0,2400.0,0.23,46.20
2003.0,2500.0,0.23,45.02
2003.0,2600.0,0.25,45.31
2003.0,2700.0,0.22,47.09
2003.0,2800.0,0.25,47.12
2003.0,2900.0,0.26,49.00
2003.0,3000.0,0.29,50.02
2003.0,3100.0,0.31,51.14
2003.0,3200.0,0.34,51.73
2003.0,3300.0,0.37,51.36
2003.0,3400.0,0.36,50.82
2003.0,3500.0,0.43,51.81
2003.0,3600.0,0.42,53.16
2003.0,3700.0,0.46,55.93
2003.0,3800.0,0.46,57.41
2003.0,3900.0,0.50,58.70
2003.0,4000.0,0.52,61.20
2003.0,4100.0,0.57,65.13
2003.0,4200.0,0.64,66.17
2003.0,4300.0,0.95,65.50
2003.0,4400.0,2.57,62.40
2003.0,4500.0,5.90,60.87
2003.0,4600.0,11.38,61.55
2003.0,4700.0,17.15,60.65
2003.0,4800.0,27.07,56.08
2003.0,4900.0,37.27,57.50
2003.0,5000.0,55.10,55.81
2003.0,5100.0,64.13,55.39
2003.0,5200.0,79.97,52.61
2003.0,5300.0,86.58,49.90
2003.0,5400.0,88.39,54.34
2003.0,5500.0,91.10,54.06
2003.0,5600.0,92.80,47.30
2003.0,5700.0,93.10,55.98
2003.0,5800.0,93.17,60.25
2004.0,0.0,0.00,78.84
2004.0,100.0,0.00,83.99
2004.0,200.0,0.00,87.31
2004.0,300.0,0.00,88.74
2004.0,400.0,0.00,88.54
2004.0,500.0,0.00,85.48
2004.0,600.0,0.00,80.77
2004.0,700.0,0.00,77.14
2004.0,800.0,0.00,74.48
2004.0,900.0,0.00,70.01
2004.0,1000.0,0.00,66.21
2004.0,1100.0,0.01,62.10
2004.0,1200.0,0.05,59.76
2004.0,1300.0,0.09,58.37
2004.0,1400.0,0.10,58.34
2004.0,1500.0,0.14,57.85
2004.0,1600.0,0.14,57.41
2004.0,1700.0,0.15,56.41
2004.0,1800.0,0.14,55.47
2004.0,1900.0,0.14,54.87
2004.0,2000.0,0.17,53.92
2004.0,2100.0,0.18,51.81
2004.0,2200.0,0.21,50.33
2004.0,2300.0,0.22,45.72
2004.0,2400.0,0.22,44.32
2004.0,2500.0,0.25,43.64
2004.0,2600.0,0.27,44.68
2004.0,2700.0,0.30,46.54
2004.0,2800.0,0.32,46.49
2004.0,2900.0,0.30,48.63
2004.0,3000.0,0.29,49.97
2004.0,3100.0,0.32,51.16
2004.0,3200.0,0.34,52.06
2004.0,3300.0,0.35,51.93
2004.0,3400.0,0.37,51.63
2004.0,3500.0,0.43,52.56
2004.0,3600.0,0.42,53.79
2004.0,3700.0,0.48,55.80
2004.0,3800.0,0.47,56.63
2004.0,3900.0,0.46,57.48
2004.0,4000.0,0.50,59.64
2004.0,4100.0,0.55,63.22
2004.0,4200.0,0.61,64.26
2004.0,4300.0,0.81,63.37
2004.0,4400.0,2.26,60.43
2004.0,4500.0,5.83,58.81
2004.0,4600.0,10.63,59.35
2004.0,4700.0,17.12,58.68
2004.0,4800.0,30.10,55.39
2004.0,4900.0,41.20,56.53
2004.0,5000.0,60.65,54.09
2004.0,5100.0,71.17,53.69
2004.0,5200.0,86.23,51.44
2004.0,5300.0,90.97,49.59
2004.0,5400.0,93.72,53.12
2004.0,5500.0,95.68,52.82
2004.0,5600.0,94.63,47.10
2004.0,5700.0,95.18,57.49
2004.0,5800.0,95.31,62.83
2005.0,0.0,0.00,81.36
2005.0,100.0,0.00,85.67
2005.0,200.0,0.01,87.45
2005.0,300.0,0.02,88.69
2005.0,400.0,0.02,88.27
2005.0,500.0,0.00,84.72
2005.0,600.0,0.00,78.69
2005.0,700.0,0.00,74.33
2005.0,800.0,0.00,71.40
2005.0,900.0,0.00,67.04
2005.0,1000.0,0.00,63.34
2005.0,1100.0,0.01,59.58
2005.0,1200.0,0.03,57.29
2005.0,1300.0,0.06,55.60
2005.0,1400.0,0.08,55.10
2005.0,1500.0,0.10,54.44
2005.0,1600.0,0.10,53.82
2005.0,1700.0,0.12,53.21
2005.0,1800.0,0.13,53.13
2005.0,1900.0,0.15,53.17
2005.0,2000.0,0.16,53.11
2005.0,2100.0,0.18,51.83
