Year,SCA,CCA
2000,16.64,70.93
2001,12.98,63.83
2002,16.45,63.15
2003,12.20,55.60
2004,12.89,52.71
2005,22.52,51.99
2006,17.66,55.38
2007,21.39,49.90
2008,15.61,42.75
2009,17.29,53.80
2010,23.21,52.04
2011,14.39,50.05
2012,16.75,51.83
2013,14.52,46.46
2014,11.99,50.99
2015,11.79,50.44
2016,7.91,42.18
2017,15.55,52.99
2018,18.48,52.18
2019,14.95,46.60
2020,16.41,48.91
2021,8.49,42.67
2022,18.33,49.92
2023,16.26,49.64
2024,15.49,62.56
