Sen_slope,Area
n10,35.87
n09,147.06
n08,400.31
n07,716.31
n06,543.55
n05,239.86
n04,157.85
n03,141.53
n02,133.97
n01,149.63
n00,24.94
p00,0.25
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
