Year,SCA,CCA
2000,15.00,31.89
2001,14.32,25.82
2002,15.60,23.88
2003,13.61,15.56
2004,13.23,20.09
2005,14.93,21.18
2006,14.65,22.01
2007,14.00,15.38
2008,13.88,11.91
2009,12.35,19.24
2010,12.57,9.97
2011,12.46,11.95
2012,12.14,18.71
2013,11.55,14.55
2014,12.49,15.78
2015,10.55,19.58
2016,12.91,19.49
2017,12.54,15.55
2018,10.67,15.28
2019,8.07,16.17
2020,10.32,11.56
2021,9.37,12.03
2022,11.07,13.96
2023,11.08,21.51
