Year,Elevation,SCA,CCA
2000.0,0.0,0.00,32.18
2000.0,100.0,0.00,28.13
2000.0,200.0,0.00,25.03
2000.0,300.0,0.00,22.43
2000.0,400.0,0.00,20.57
2000.0,500.0,0.01,19.54
2000.0,600.0,0.02,18.66
2000.0,700.0,0.02,18.13
2000.0,800.0,0.03,17.49
2000.0,900.0,0.03,17.02
2000.0,1000.0,0.04,17.02
2000.0,1100.0,0.07,17.22
2000.0,1200.0,0.16,17.89
2000.0,1300.0,0.33,18.64
2000.0,1400.0,0.72,19.27
2000.0,1500.0,1.45,19.78
2000.0,1600.0,2.55,20.21
2000.0,1700.0,3.73,20.91
2000.0,1800.0,5.12,21.71
2000.0,1900.0,7.30,22.21
2000.0,2000.0,9.48,22.13
2000.0,2100.0,12.09,21.81
2000.0,2200.0,14.43,21.63
2000.0,2300.0,16.85,21.60
2000.0,2400.0,19.49,21.60
2000.0,2500.0,22.42,21.65
2000.0,2600.0,25.57,21.66
2000.0,2700.0,28.41,21.61
2000.0,2800.0,31.26,21.62
2000.0,2900.0,33.81,21.75
2000.0,3000.0,36.28,21.80
2000.0,3100.0,38.99,21.88
2000.0,3200.0,42.25,21.97
2000.0,3300.0,45.83,22.40
2000.0,3400.0,49.27,22.68
2000.0,3500.0,51.55,22.61
2000.0,3600.0,53.75,22.57
2000.0,3700.0,55.63,22.62
2000.0,3800.0,56.92,22.61
2000.0,3900.0,58.38,22.49
2000.0,4000.0,59.61,22.79
2000.0,4100.0,61.38,23.46
2000.0,4200.0,62.38,24.19
2000.0,4300.0,62.44,24.58
2000.0,4400.0,62.62,25.20
2000.0,4500.0,63.37,25.71
2000.0,4600.0,67.62,26.50
2000.0,4700.0,69.05,26.87
2000.0,4800.0,67.09,26.93
2000.0,4900.0,62.04,27.82
2000.0,5000.0,57.91,28.37
2001.0,0.0,0.00,35.74
2001.0,100.0,0.00,31.02
2001.0,200.0,0.00,26.62
2001.0,300.0,0.00,23.24
2001.0,400.0,0.00,20.40
2001.0,500.0,0.00,18.33
2001.0,600.0,0.00,16.79
2001.0,700.0,0.00,15.64
2001.0,800.0,0.00,14.58
2001.0,900.0,0.00,13.70
2001.0,1000.0,0.00,13.27
2001.0,1100.0,0.00,13.20
2001.0,1200.0,0.00,13.61
2001.0,1300.0,0.01,13.97
2001.0,1400.0,0.02,14.42
2001.0,1500.0,0.06,14.77
2001.0,1600.0,0.12,15.19
