Year,SCA,CCA
2000,2.64,64.71
2001,1.55,55.88
2002,2.87,57.27
2003,2.54,43.00
2004,1.97,42.25
2005,3.12,41.17
2006,2.82,38.70
2007,3.87,37.88
2008,2.32,33.10
2009,2.34,39.92
2010,3.11,40.85
2011,2.66,39.19
2012,2.49,42.97
2013,2.35,36.36
2014,2.56,43.19
2015,2.22,38.42
2016,1.87,30.88
2017,3.15,41.06
2018,2.57,37.74
2019,2.59,38.94
2020,2.70,38.54
2021,2.15,31.46
2022,3.46,39.13
2023,3.19,38.46
