Year,Snowline_elev
2000.0,873.1305605503479
2001.0,864.9954229093723
2002.0,848.384768167078
2003.0,811.4862426895819
2004.0,774.4567301570943
2005.0,750.5301364053306
2006.0,749.8794629418342
2007.0,761.5058935944094
2008.0,753.540665549918
2009.0,744.9670072812962
2010.0,761.6947090101777
2011.0,746.1792375093657
2012.0,724.0905747242417
2013.0,741.9278974971744
2014.0,743.1483241953572
2015.0,719.3087568060944
2016.0,689.4544135475138
2017.0,764.0639034517861
2018.0,745.3996449058565
2019.0,727.0516416867846
2020.0,739.81776445555
2021.0,715.6241169513622
2022.0,762.0046006696846
2023.0,744.5416661033538
2024.0,844.9497632208019
