Sen_slope,Area
n10,44.47
n09,14.06
n08,23.55
n07,30.01
n06,29.33
n05,32.69
n04,26.55
n03,22.66
n02,13.35
n01,12.04
n00,2.4
p00,28.17
p01,31.49
p02,31.59
p03,36.17
p04,26.36
p05,9.76
p06,4.87
p07,0.67
p08,1.7
p09,0.93
p10,1.41
