Year,Elevation,SCA,CCA
2000.0,0.0,0.02,31.45
2000.0,100.0,0.01,35.42
2000.0,200.0,0.01,40.11
2000.0,300.0,0.01,37.86
2000.0,400.0,0.01,35.01
2000.0,500.0,0.01,32.31
2000.0,600.0,0.02,30.99
2000.0,700.0,0.04,29.53
2000.0,800.0,0.07,28.61
2000.0,900.0,0.18,28.61
2000.0,1000.0,0.44,29.09
2000.0,1100.0,0.98,29.74
2000.0,1200.0,1.93,30.69
2000.0,1300.0,3.75,31.76
2000.0,1400.0,7.03,32.48
2000.0,1500.0,10.74,33.08
2000.0,1600.0,15.64,33.35
2000.0,1700.0,20.78,33.49
2000.0,1800.0,26.59,33.51
2000.0,1900.0,32.87,33.42
2000.0,2000.0,38.52,33.22
2000.0,2100.0,44.11,33.37
2000.0,2200.0,50.32,33.25
2000.0,2300.0,55.81,32.93
2000.0,2400.0,60.35,32.39
2000.0,2500.0,64.44,31.87
2000.0,2600.0,67.80,31.18
2000.0,2700.0,69.45,31.50
2000.0,2800.0,70.30,31.46
2000.0,2900.0,72.49,31.02
2000.0,3000.0,74.34,30.72
2000.0,3100.0,76.65,30.73
2000.0,3200.0,80.77,30.75
2000.0,3300.0,84.86,31.56
2000.0,3400.0,86.65,33.70
2000.0,3500.0,89.41,33.84
2000.0,3600.0,92.08,34.93
2000.0,3700.0,91.26,36.37
2000.0,3800.0,87.49,35.26
2000.0,3900.0,92.09,36.59
2000.0,4000.0,97.76,38.31
2001.0,0.0,0.04,25.49
2001.0,100.0,0.05,28.27
2001.0,200.0,0.03,32.78
2001.0,300.0,0.02,30.02
2001.0,400.0,0.02,28.14
2001.0,500.0,0.01,26.21
2001.0,600.0,0.02,24.91
2001.0,700.0,0.03,23.23
2001.0,800.0,0.08,22.06
2001.0,900.0,0.14,21.64
2001.0,1000.0,0.26,21.86
2001.0,1100.0,0.48,22.17
2001.0,1200.0,0.81,22.52
2001.0,1300.0,1.51,23.13
2001.0,1400.0,3.07,23.63
2001.0,1500.0,5.20,24.09
2001.0,1600.0,8.63,24.68
2001.0,1700.0,13.10,25.03
2001.0,1800.0,18.65,25.06
2001.0,1900.0,24.46,24.69
2001.0,2000.0,29.55,24.16
2001.0,2100.0,34.57,23.77
2001.0,2200.0,39.93,23.06
2001.0,2300.0,45.06,22.22
2001.0,2400.0,49.73,21.43
2001.0,2500.0,55.31,20.63
2001.0,2600.0,59.78,19.87
2001.0,2700.0,63.05,19.87
2001.0,2800.0,65.67,19.68
2001.0,2900.0,68.93,19.21
2001.0,3000.0,71.95,20.08
2001.0,3100.0,75.84,20.76
2001.0,3200.0,81.09,20.93
2001.0,3300.0,86.79,21.53
2001.0,3400.0,90.32,22.56
2001.0,3500.0,92.19,22.56
2001.0,3600.0,94.53,22.95
2001.0,3700.0,92.46,23.48
2001.0,3800.0,87.43,23.73
2001.0,3900.0,92.87,23.94
2001.0,4000.0,98.57,24.26
2002.0,0.0,0.03,26.65
2002.0,100.0,0.03,30.04
2002.0,200.0,0.03,34.31
2002.0,300.0,0.02,31.66
2002.0,400.0,0.06,30.07
2002.0,500.0,0.08,28.81
2002.0,600.0,0.09,28.63
2002.0,700.0,0.16,28.55
2002.0,800.0,0.30,28.30
2002.0,900.0,0.74,28.12
2002.0,1000.0,1.40,28.73
2002.0,1100.0,2.66,29.31
2002.0,1200.0,4.31,29.94
2002.0,1300.0,6.95,30.50
2002.0,1400.0,11.26,30.65
2002.0,1500.0,15.95,30.64
2002.0,1600.0,21.76,30.51
2002.0,1700.0,27.17,30.06
2002.0,1800.0,32.76,29.41
2002.0,1900.0,38.35,28.78
2002.0,2000.0,43.38,28.19
2002.0,2100.0,48.40,27.88
2002.0,2200.0,53.72,27.09
2002.0,2300.0,58.15,26.24
2002.0,2400.0,61.65,25.29
2002.0,2500.0,65.15,24.26
2002.0,2600.0,68.13,23.08
2002.0,2700.0,70.50,23.10
2002.0,2800.0,72.42,22.52
2002.0,2900.0,75.21,21.65
2002.0,3000.0,77.72,22.74
2002.0,3100.0,81.04,24.02
2002.0,3200.0,85.21,24.83
2002.0,3300.0,89.14,26.31
2002.0,3400.0,91.65,28.28
2002.0,3500.0,92.74,29.00
2002.0,3600.0,94.23,30.24
2002.0,3700.0,92.02,30.49
2002.0,3800.0,88.78,29.32
2002.0,3900.0,92.24,29.96
2002.0,4000.0,96.75,31.36
2003.0,0.0,0.05,14.30
2003.0,100.0,0.03,15.95
2003.0,200.0,0.02,17.12
2003.0,300.0,0.03,17.38
2003.0,400.0,0.05,17.41
2003.0,500.0,0.04,17.63
2003.0,600.0,0.11,17.53
2003.0,700.0,0.20,17.61
2003.0,800.0,0.32,17.42
2003.0,900.0,0.57,17.50
2003.0,1000.0,0.81,17.51
2003.0,1100.0,1.22,17.83
2003.0,1200.0,1.64,18.19
2003.0,1300.0,2.42,18.57
2003.0,1400.0,3.94,18.90
2003.0,1500.0,5.60,19.03
2003.0,1600.0,8.08,19.18
2003.0,1700.0,11.03,19.28
2003.0,1800.0,14.87,19.35
2003.0,1900.0,19.67,19.28
2003.0,2000.0,24.39,18.89
2003.0,2100.0,29.47,18.38
2003.0,2200.0,34.56,17.75
2003.0,2300.0,39.31,17.00
2003.0,2400.0,43.85,16.39
2003.0,2500.0,49.47,15.90
2003.0,2600.0,54.44,15.16
2003.0,2700.0,58.94,15.11
2003.0,2800.0,62.64,14.95
2003.0,2900.0,67.03,14.43
2003.0,3000.0,72.25,14.98
2003.0,3100.0,78.22,15.57
2003.0,3200.0,83.47,15.89
2003.0,3300.0,88.96,16.65
2003.0,3400.0,93.45,17.76
2003.0,3500.0,95.79,17.84
2003.0,3600.0,97.19,17.94
2003.0,3700.0,95.46,17.97
2003.0,3800.0,92.43,17.42
2003.0,3900.0,95.63,16.75
2003.0,4000.0,99.31,15.98
2004.0,0.0,0.05,15.60
2004.0,100.0,0.05,17.47
