Elevation,Tendencia
0.0,0.0
100.0,0.0
200.0,0.0
300.0,0.0
400.0,0.0
500.0,0.0
600.0,0.0
700.0,0.0
800.0,0.0
900.0,0.0
1000.0,0.0
1100.0,0.0
1200.0,0.0
1300.0,-0.0022663391539512203
1400.0,-0.011874473170998
1500.0,-0.03993529235483355
1600.0,-0.0892392645675562
1700.0,-0.17861584479927603
1800.0,-0.41483956393315063
1900.0,-0.854253400388201
2000.0,-1.4897434703962944
2100.0,-2.179956257799296
2200.0,-2.9686671792279222
2300.0,-3.5680948281105973
2400.0,-4.083924113322391
2500.0,-4.577056667627332
2600.0,-5.016567607634651
2700.0,-5.4010784022241705
2800.0,-5.727013598890213
2900.0,-6.081742363172086
3000.0,-6.386467582843489
3100.0,-6.674081822134709
3200.0,-6.993985110436263
3300.0,-7.26300948957099
3400.0,-7.415424232646197
3500.0,-7.682828271796056
3600.0,-7.929855287262149
3700.0,-8.174928896201562
3800.0,-8.46159759524941
3900.0,-8.565982409742768
4000.0,-8.549185813634576
4100.0,-8.566024232315899
4200.0,-8.636645658637327
4300.0,-8.361463660447226
4400.0,-7.872537498046808
4500.0,-7.385140399632808
4600.0,-7.0870016961541324
4700.0,-6.934800174492283
4800.0,-6.5545774026065775
4900.0,-5.711013155622919
5000.0,-4.971611048611856
5100.0,-4.4519354729271265
5200.0,-3.4543153398301816
5300.0,-2.9563408677555283
5400.0,-2.1565454824023815
5500.0,-1.6074061600636824
5600.0,-1.437447463946767
5700.0,-1.8618088021924875
5800.0,-1.926223149219754
5900.0,-2.275147785638143
6000.0,-2.9668609411878046
6100.0,-3.0666111573688593
6200.0,-3.4777759948652114
6300.0,-3.3978050507434503
6400.0,-2.3436209519669644
6500.0,-1.4258207849913602
