Year,Elevation,SP,CP
2000.0,0.0,3.5459965235897495,24.94039032457103
2000.0,100.0,7.737443222915249,51.65756063391886
2000.0,200.0,10.945939192475413,61.263735912920154
2000.0,300.0,14.481323544626594,69.16491236536888
2000.0,400.0,18.635622533516436,75.21087611800375
2000.0,500.0,22.775368127579775,79.81726173579294
2000.0,600.0,27.140301125925767,82.06690820627549
2000.0,700.0,30.028674845518932,85.41801206925541
2000.0,800.0,33.73369017036209,86.7948633933832
2000.0,900.0,36.69463373044724,88.00815548457095
2000.0,1000.0,44.91139652168983,88.89378210886214
2000.0,1100.0,55.42041614426765,89.70446292765695
2000.0,1200.0,62.477914446008356,90.51468968807556
2000.0,1300.0,71.13377014674546,90.29369597485672
2000.0,1400.0,76.2382202827971,90.81974167170006
2000.0,1500.0,82.5763836001272,91.29404223311757
2000.0,1600.0,81.48296450818917,92.45243551594862
2000.0,1700.0,84.29235517134421,92.59059016778917
2000.0,1800.0,84.54883603013779,92.97806350275127
2000.0,1900.0,89.68201605782461,92.62386161152625
2000.0,2000.0,93.69669609224488,94.05541423484107
2000.0,2100.0,99.94117647058823,97.08644020988672
2000.0,2200.0,100.0,99.55185659411012
2001.0,0.0,3.1407911680208302,24.775990866958534
2001.0,100.0,5.57744268587382,51.355601351273044
2001.0,200.0,8.238815923248344,60.53771949608846
2001.0,300.0,10.625388743653353,68.02293121916766
2001.0,400.0,13.165698259761337,73.17755079196311
2001.0,500.0,15.395588107585588,77.27518700686751
2001.0,600.0,18.556375309656637,79.58862217809579
2001.0,700.0,20.849211308648712,83.04074494060653
2001.0,800.0,23.87770461674674,84.22430706869402
2001.0,900.0,27.465574565542003,85.56491510418243
2001.0,1000.0,36.32799991701325,87.2790584488427
2001.0,1100.0,49.78126666052655,89.06817886002212
2001.0,1200.0,61.609729664497486,90.56243300205878
2001.0,1300.0,72.66305899527254,90.50187466537241
2001.0,1400.0,77.42355485371947,90.83745389444925
2001.0,1500.0,81.57491249017997,91.14187156727304
2001.0,1600.0,79.0504933357934,92.15191994035452
2001.0,1700.0,82.4057880138262,92.57530028232729
2001.0,1800.0,79.16528194134337,93.85239408451424
2001.0,1900.0,70.97472227355799,94.84584449506328
2001.0,2000.0,52.73925295453892,97.01708927191727
2001.0,2100.0,30.784313725490197,99.24585218702872
2001.0,2200.0,0.0,100.0
2002.0,0.0,3.6880161317988125,19.056053755266767
2002.0,100.0,8.089838697754782,43.6968346547521
2002.0,200.0,10.710255593841621,52.82309564561892
2002.0,300.0,13.54924558994116,60.88814470077237
2002.0,400.0,16.780698338134165,66.85295930130351
