Elevation,Tendencia
0.0,0.0
100.0,0.0
200.0,0.0
300.0,0.0
400.0,0.0
500.0,0.0
600.0,0.0
700.0,0.0
800.0,0.0
900.0,0.0
1000.0,0.0
1100.0,1.0214390032678037E-4
1200.0,5.280205741663721E-4
1300.0,0.0010246117497936115
1400.0,0.0010416658786720238
1500.0,0.0017903455477764525
1600.0,0.0016420805353568923
1700.0,0.004435155418861296
1800.0,0.0033469593712674842
1900.0,0.002117737672453251
2000.0,-0.0013336069448173116
2100.0,-0.009107504809535932
2200.0,-0.014937019750756793
2300.0,-0.02417669521545764
2400.0,-0.04840838978054838
2500.0,-0.08636616813943447
2600.0,-0.14331840016585
2700.0,-0.22230075421963671
2800.0,-0.33531302985308437
2900.0,-0.5273410547688065
3000.0,-0.7701876578594519
3100.0,-1.2491099593443524
3200.0,-1.620140780966513
3300.0,-2.2081133868699405
3400.0,-2.94039370661052
3500.0,-3.5747507759829604
3600.0,-4.072597493901949
3700.0,-4.75563520545498
3800.0,-5.279772862985932
3900.0,-5.586238110483482
4000.0,-5.687668324224071
4100.0,-5.675475452150727
4200.0,-5.7484047849500675
4300.0,-5.886224047936709
4400.0,-6.1525219515131715
4500.0,-6.32581370352563
4600.0,-6.056584662410808
4700.0,-5.819486532579742
4800.0,-5.9336291933640535
4900.0,-5.7249992601142345
5000.0,-5.601392563469654
5100.0,-5.040219394517599
5200.0,-4.469985597059815
5300.0,-3.2684210310445385
5400.0,-2.741980752631982
5500.0,-2.2282987590437973
5600.0,-1.8700960560984217
5700.0,-2.418894243721376
5800.0,-0.707180241507885
5900.0,-0.26728574972094754
6000.0,-0.0951004615169456
6100.0,0.0
