Year,SCA,CCA
2000,2.68,63.31
2001,1.47,53.88
2002,3.06,57.15
2003,2.55,43.11
2004,1.97,42.31
2005,3.15,41.39
2006,2.84,38.86
2007,3.90,37.92
2008,2.32,33.19
2009,2.36,40.01
2010,3.13,40.76
2011,2.68,39.28
2012,2.49,43.00
2013,2.36,36.37
2014,2.57,43.28
2015,2.24,38.48
2016,1.87,30.90
2017,3.17,41.12
2018,2.59,37.85
2019,2.60,39.08
2020,2.70,38.57
2021,2.16,31.60
2022,3.48,39.24
2023,3.21,38.53
2024,3.44,49.12
