Sen_slope,Area
n10,0.0
n09,0.21
n08,3.81
n07,26.95
n06,47.95
n05,39.62
n04,25.68
n03,13.16
n02,9.86
n01,10.67
n00,0.71
p00,0.0
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
