Sen_slope,Area
n10,0.0
n09,0.0
n08,0.0
n07,0.12
n06,0.0
n05,0.14
n04,0.11
n03,0.0
n02,0.0
n01,0.0
n00,0.0
p00,0.0
p01,0.0
p02,0.12
p03,0.22
p04,0.2
p05,0.15
p06,0.23
p07,0.0
p08,0.13
p09,0.0
p10,0.0
