Sen_slope,Area
n10,93.97
n09,29.33
n08,37.23
n07,41.89
n06,67.05
n05,79.28
n04,81.78
n03,72.24
n02,70.96
n01,84.03
n00,46.05
p00,349.43
p01,893.54
p02,749.78
p03,441.43
p04,156.52
p05,43.08
p06,11.03
p07,4.67
p08,2.02
p09,0.86
p10,5.22
