Year,Snowline_elev
2000.0,1122.492088359159
2001.0,1072.6762171171767
2002.0,1207.92182794341
2003.0,1331.0735206264314
2004.0,1208.42206435552
2005.0,1045.8064743503635
2006.0,1054.0376402260765
2007.0,1079.7318885210557
2008.0,1115.5120222458784
2009.0,1201.4608486371467
2010.0,1097.6970785870844
2011.0,1064.5211794086708
2012.0,1214.226679753232
2013.0,1245.7346322185258
2014.0,1057.9651346744656
2015.0,1048.1033284702733
2016.0,1213.03355519346
2017.0,1057.0943251629308
2018.0,1323.3498859427284
2019.0,1044.1076144821707
2020.0,939.4467583914982
2021.0,1092.3236267246389
2022.0,996.6384135239044
2023.0,1101.243649190588
2024.0,824.4145488935809
