Sen_slope,Area
n10,1.48
n09,0.43
n08,0.57
n07,1.06
n06,0.77
n05,1.22
n04,1.48
n03,1.7
n02,1.29
n01,1.35
n00,0.21
p00,2.91
p01,0.73
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
