Year,SCA,CCA
2000,21.50,25.81
2001,16.00,21.57
2002,21.56,18.45
2003,16.41,11.23
2004,14.47,12.48
2005,20.30,17.68
2006,16.89,16.30
2007,17.82,10.20
2008,19.04,11.30
2009,16.10,14.25
2010,13.59,7.06
2011,14.11,8.24
2012,13.75,14.14
2013,14.21,10.33
2014,12.85,10.48
2015,13.14,16.65
2016,18.54,17.37
2017,14.82,12.59
2018,13.05,11.07
2019,6.94,11.14
2020,11.66,9.60
2021,10.53,5.45
2022,14.42,8.11
2023,11.96,16.36
2024,14.36,22.97
