Year,Snowline_elev
2000.0,4483.151938544518
2001.0,4543.872854237023
2002.0,4430.732033135094
2003.0,4477.638978554094
2004.0,4497.431282228225
2005.0,4469.30373202642
2006.0,4443.28367396027
2007.0,4502.157760933493
2008.0,4578.767411537928
2009.0,4498.757371198872
2010.0,4469.207403040168
2011.0,4555.051646440911
2012.0,4468.337783515203
2013.0,4549.869797257534
2014.0,4574.014804564624
2015.0,4449.065783610482
2016.0,4447.961930199099
2017.0,4528.30235550468
2018.0,4520.648697123879
2019.0,4561.046972192352
2020.0,4558.941458139925
2021.0,4639.0377498389735
2022.0,4518.105838887923
2023.0,4554.826266901576
2024.0,4568.719217990081
