Year,Snowline_elev
2000.0,740.29
2001.0,791.47
2002.0,772.49
2003.0,759.55
2004.0,761.95
2005.0,750.31
2006.0,743.23
2007.0,750.61
2008.0,761.72
2009.0,743.40
2010.0,740.54
2011.0,747.98
2012.0,790.37
2013.0,823.60
2014.0,783.28
2015.0,797.29
2016.0,766.00
2017.0,755.76
2018.0,737.06
2019.0,743.60
2020.0,762.98
2021.0,788.21
2022.0,763.84
2023.0,753.64
2024.0,774.52
