Sen_slope,Area
n10,12.44
n09,2.51
n08,2.48
n07,2.97
n06,4.96
n05,4.07
n04,5.3
n03,4.63
n02,6.06
n01,6.78
n00,2.82
p00,117.55
p01,83.99
p02,9.57
p03,0.0
p04,0.13
p05,0.34
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
