Year,SCA,CCA
2000,19.67,77.92
2001,16.79,71.59
2002,20.14,75.11
2003,17.48,63.72
2004,15.80,62.25
2005,25.76,62.07
2006,22.67,63.44
2007,27.98,59.64
2008,17.99,52.25
2009,23.16,61.91
2010,23.02,64.06
2011,20.75,60.27
2012,20.44,62.83
2013,18.31,54.49
2014,16.97,62.71
2015,18.14,58.32
2016,12.12,50.73
2017,17.64,65.99
2018,21.98,60.69
2019,17.62,57.32
2020,21.00,58.35
2021,13.30,49.77
2022,23.49,61.69
2023,20.56,60.96
2024,20.88,68.19
