Year,Elevation,SCA,CCA
2000.0,400.0,0.00,22.07
2000.0,500.0,0.00,23.06
2000.0,600.0,0.00,23.79
2000.0,700.0,0.00,23.89
2000.0,800.0,0.00,24.65
2000.0,900.0,0.00,25.08
2000.0,1000.0,0.01,25.56
2000.0,1100.0,0.01,27.20
2000.0,1200.0,0.03,27.98
2000.0,1300.0,0.03,28.44
2000.0,1400.0,0.02,29.13
2000.0,1500.0,0.04,28.61
2000.0,1600.0,0.07,28.31
2000.0,1700.0,0.11,27.68
2000.0,1800.0,0.15,26.32
2000.0,1900.0,0.20,26.38
2000.0,2000.0,0.30,25.53
2000.0,2100.0,0.49,25.49
2000.0,2200.0,0.71,25.21
2000.0,2300.0,0.96,23.00
2000.0,2400.0,1.87,24.12
2000.0,2500.0,3.02,24.52
2000.0,2600.0,4.71,24.99
2000.0,2700.0,6.71,26.00
2000.0,2800.0,9.24,26.52
2000.0,2900.0,12.10,27.15
2000.0,3000.0,15.49,27.93
2000.0,3100.0,20.60,28.87
2000.0,3200.0,25.49,29.56
2000.0,3300.0,29.80,29.97
2000.0,3400.0,33.90,30.14
2000.0,3500.0,37.76,29.89
2000.0,3600.0,41.48,29.77
2000.0,3700.0,44.92,29.82
2000.0,3800.0,48.19,30.08
2000.0,3900.0,51.50,30.37
2000.0,4000.0,54.42,30.70
2000.0,4100.0,57.27,30.98
2000.0,4200.0,59.82,31.51
2000.0,4300.0,62.22,32.04
2000.0,4400.0,64.43,32.60
2000.0,4500.0,66.23,33.26
2000.0,4600.0,68.61,33.81
2000.0,4700.0,70.73,34.34
2000.0,4800.0,72.54,34.92
2000.0,4900.0,74.92,35.46
2000.0,5000.0,77.47,36.06
2000.0,5100.0,79.32,36.90
2000.0,5200.0,80.36,38.13
2000.0,5300.0,81.54,39.09
2000.0,5400.0,84.70,40.16
2000.0,5500.0,88.45,40.50
2000.0,5600.0,89.25,41.45
2000.0,5700.0,85.52,40.23
2000.0,5800.0,81.86,40.22
2000.0,5900.0,78.72,41.21
2000.0,6000.0,79.57,41.14
2000.0,6100.0,77.38,41.55
2000.0,6200.0,78.55,41.95
2000.0,6300.0,79.21,42.99
2000.0,6400.0,84.06,44.12
2000.0,6500.0,81.40,44.33
2000.0,6600.0,72.58,43.92
2000.0,6700.0,73.29,43.93
2000.0,6800.0,71.27,45.12
2000.0,6900.0,74.17,47.20
2001.0,400.0,0.00,24.86
2001.0,500.0,0.01,20.17
2001.0,600.0,0.00,21.37
2001.0,700.0,0.00,24.17
2001.0,800.0,0.00,24.35
2001.0,900.0,0.00,24.81
2001.0,1000.0,0.00,25.30
2001.0,1100.0,0.00,26.59
2001.0,1200.0,0.00,27.33
2001.0,1300.0,0.01,27.22
2001.0,1400.0,0.00,27.91
2001.0,1500.0,0.01,27.49
2001.0,1600.0,0.02,27.05
2001.0,1700.0,0.02,26.46
2001.0,1800.0,0.05,24.74
2001.0,1900.0,0.05,24.63
2001.0,2000.0,0.09,23.13
2001.0,2100.0,0.19,22.75
2001.0,2200.0,0.39,22.45
2001.0,2300.0,0.65,19.90
2001.0,2400.0,1.52,20.99
2001.0,2500.0,2.60,21.60
2001.0,2600.0,4.15,22.18
2001.0,2700.0,6.00,22.99
2001.0,2800.0,8.22,23.33
2001.0,2900.0,10.61,23.69
2001.0,3000.0,13.55,24.44
2001.0,3100.0,17.77,25.18
2001.0,3200.0,21.85,25.75
2001.0,3300.0,25.50,25.88
2001.0,3400.0,29.15,25.70
2001.0,3500.0,32.48,25.12
2001.0,3600.0,35.78,24.64
2001.0,3700.0,38.86,24.33
2001.0,3800.0,41.91,24.45
2001.0,3900.0,45.00,24.54
2001.0,4000.0,47.88,24.74
2001.0,4100.0,50.71,24.97
2001.0,4200.0,53.50,25.26
2001.0,4300.0,56.22,25.56
2001.0,4400.0,59.05,25.98
2001.0,4500.0,61.79,26.38
2001.0,4600.0,64.83,26.77
2001.0,4700.0,67.52,27.08
2001.0,4800.0,69.99,27.40
2001.0,4900.0,72.73,27.74
2001.0,5000.0,75.85,28.18
2001.0,5100.0,77.88,28.53
2001.0,5200.0,79.23,28.99
2001.0,5300.0,80.73,29.79
2001.0,5400.0,83.17,30.50
2001.0,5500.0,86.10,30.90
2001.0,5600.0,86.75,31.05
2001.0,5700.0,82.04,30.49
2001.0,5800.0,79.04,30.59
2001.0,5900.0,76.58,31.40
2001.0,6000.0,77.12,31.56
2001.0,6100.0,74.70,33.54
2001.0,6200.0,75.85,35.07
2001.0,6300.0,78.31,36.08
2001.0,6400.0,84.05,36.24
2001.0,6500.0,82.46,37.25
2001.0,6600.0,74.62,39.71
2001.0,6700.0,74.74,40.93
2001.0,6800.0,74.41,40.54
2001.0,6900.0,77.56,39.17
2002.0,400.0,0.00,14.19
2002.0,500.0,0.00,11.43
2002.0,600.0,0.00,9.71
2002.0,700.0,0.01,9.28
2002.0,800.0,0.00,9.98
2002.0,900.0,0.00,11.63
2002.0,1000.0,0.00,12.26
2002.0,1100.0,0.01,12.99
2002.0,1200.0,0.01,13.42
2002.0,1300.0,0.03,13.91
2002.0,1400.0,0.06,15.39
2002.0,1500.0,0.08,16.50
2002.0,1600.0,0.09,16.46
2002.0,1700.0,0.12,17.04
2002.0,1800.0,0.16,17.13
2002.0,1900.0,0.26,17.31
2002.0,2000.0,0.31,16.45
2002.0,2100.0,0.47,16.75
2002.0,2200.0,0.75,16.73
2002.0,2300.0,0.96,14.49
2002.0,2400.0,1.92,15.80
2002.0,2500.0,3.14,16.67
2002.0,2600.0,4.92,17.76
2002.0,2700.0,7.25,19.14
2002.0,2800.0,10.08,19.79
2002.0,2900.0,13.09,20.37
2002.0,3000.0,16.62,21.55
2002.0,3100.0,21.60,22.85
2002.0,3200.0,26.33,23.59
2002.0,3300.0,30.12,23.94
2002.0,3400.0,33.66,23.92
2002.0,3500.0,36.92,23.64
