Year,SCA,CCA
2000,21.91,65.99
2001,20.63,61.53
2002,21.74,54.51
2003,19.85,44.20
2004,19.69,42.41
2005,20.99,44.76
2006,21.50,44.09
2007,24.49,47.21
2008,25.45,43.83
2009,22.88,46.88
2010,23.60,46.86
2011,25.73,45.70
2012,23.01,47.58
2013,20.49,42.67
2014,23.80,45.98
2015,22.90,46.28
2016,19.61,39.07
2017,19.88,44.91
2018,23.21,42.74
2019,21.56,44.36
2020,25.03,43.75
2021,17.89,44.77
2022,20.74,42.11
2023,24.08,42.34
2024,25.18,61.35
