Year,SCA,CCA
2000,36.13,83.98
2001,34.41,76.99
2002,39.59,72.89
2003,36.86,64.63
2004,35.42,56.80
2005,37.03,60.09
2006,40.51,66.24
2007,44.16,62.64
2008,39.25,61.94
2009,39.62,64.96
2010,41.03,65.16
2011,38.20,63.71
2012,38.82,64.01
2013,36.04,54.60
2014,39.98,62.86
2015,36.88,59.90
2016,28.64,46.73
2017,34.69,63.58
2018,43.90,61.59
2019,36.87,55.46
2020,36.23,62.29
2021,28.75,55.92
2022,37.34,58.41
2023,41.93,61.60
2024,42.56,77.95
