Elevation,Tendencia
0.0,0.0
100.0,0.0
200.0,0.0
300.0,0.0
400.0,3.365068569210455E-4
500.0,9.50176351462343E-4
600.0,0.001643199570249125
700.0,0.0017401113738400233
800.0,0.004225277757904108
900.0,0.011697580356467879
1000.0,0.051590246845556305
1100.0,0.1586858792098967
1200.0,0.16259365158027986
1300.0,0.23245146418145554
1400.0,0.292847553272929
1500.0,0.3464340381512525
1600.0,0.26884667094874676
1700.0,0.19649221527447616
1800.0,-0.013175347460187448
1900.0,-0.25440505448115786
2000.0,-0.49552982797823975
2100.0,-0.8388827278910497
2200.0,-1.5074245271111801
2300.0,-2.1408150586502774
2400.0,-3.341776024606046
2500.0,-5.3711661987153345
2600.0,-7.856285647189659
2700.0,-9.161416211692115
2800.0,-9.19870340356564
2900.0,-8.48729274526509
3000.0,-8.172791420686764
3100.0,-8.237804878048781
