Sen_slope,Area
n10,15.79
n09,15.43
n08,42.9
n07,76.99
n06,137.92
n05,218.43
n04,450.6
n03,703.52
n02,164.41
n01,3.21
n00,2.26
p00,3.38
p01,0.47
p02,0.55
p03,0.43
p04,0.13
p05,0.13
p06,0.0
p07,0.0
p08,0.42
p09,0.44
p10,0.52
