Year,SCA,CCA
2000,21.60,62.97
2001,18.54,59.08
2002,21.46,52.28
2003,19.01,42.55
2004,18.87,40.80
2005,20.18,43.25
2006,20.62,42.48
2007,23.48,45.47
2008,24.41,42.18
2009,21.93,45.06
2010,22.65,45.12
2011,24.69,44.04
2012,22.04,45.82
2013,19.63,41.04
2014,22.81,44.29
2015,21.95,44.52
2016,18.75,37.50
2017,19.06,43.28
2018,22.23,41.10
2019,20.70,42.69
2020,24.07,42.21
2021,17.15,43.04
2022,19.92,40.52
2023,23.08,40.65
2024,24.12,59.69
