Sen_slope,Area
n10,17.87
n09,7.5
n08,8.45
n07,7.98
n06,9.18
n05,3.59
n04,6.19
n03,6.56
n02,10.62
n01,7.28
n00,0.82
p00,0.0
p01,1.32
p02,1.4
p03,1.48
p04,2.53
p05,1.8
p06,0.78
p07,2.22
p08,0.62
p09,1.26
p10,5.07
