Year,SCA,CCA
2000,13.44,14.30
2001,5.54,9.66
2002,16.87,10.45
2003,5.55,4.55
2004,3.75,3.41
2005,12.40,6.87
2006,3.75,2.77
2007,11.19,6.35
2008,8.08,6.04
2009,4.22,5.47
2010,7.65,3.84
2011,4.91,4.37
2012,6.22,3.00
2013,7.12,2.46
2014,3.28,2.94
2015,13.23,7.63
2016,15.81,10.91
2017,12.13,6.31
2018,3.43,4.06
2019,4.49,4.78
2020,2.73,3.38
2021,4.14,1.88
2022,9.02,6.30
2023,1.50,2.62
2024,7.03,15.23
