Year,Elevation,SCA,CCA
2000.0,0.0,0.46,38.92
2000.0,100.0,0.05,40.64
2000.0,200.0,0.19,40.34
2000.0,300.0,0.30,41.07
2000.0,400.0,1.05,41.86
2000.0,500.0,1.26,42.37
2000.0,600.0,0.90,44.95
2000.0,700.0,1.31,48.35
2000.0,800.0,1.42,50.32
2000.0,900.0,1.37,53.68
2000.0,1000.0,2.29,56.71
2000.0,1100.0,2.50,61.20
2000.0,1200.0,2.84,63.82
2000.0,1300.0,3.64,63.85
2000.0,1400.0,5.86,63.20
2000.0,1500.0,5.84,64.80
2000.0,1600.0,2.78,70.04
2000.0,1700.0,4.50,71.57
2000.0,1800.0,15.75,72.25
2000.0,1900.0,24.75,73.50
2000.0,2000.0,37.34,74.27
2000.0,2100.0,47.60,76.33
2000.0,2200.0,64.65,79.11
2000.0,2300.0,75.18,78.18
2000.0,2400.0,89.47,73.24
2001.0,0.0,0.27,22.90
2001.0,100.0,0.02,22.05
2001.0,200.0,0.10,21.74
2001.0,300.0,0.13,22.80
2001.0,400.0,0.60,23.72
2001.0,500.0,0.67,24.96
2001.0,600.0,0.44,27.48
2001.0,700.0,0.75,29.80
2001.0,800.0,0.86,31.66
2001.0,900.0,0.73,35.26
2001.0,1000.0,1.23,37.64
2001.0,1100.0,1.23,42.18
2001.0,1200.0,1.52,45.94
2001.0,1300.0,2.41,46.83
2001.0,1400.0,4.80,46.14
2001.0,1500.0,4.81,47.96
2001.0,1600.0,2.51,52.15
2001.0,1700.0,3.38,52.09
2001.0,1800.0,7.75,53.40
2001.0,1900.0,9.05,53.62
2001.0,2000.0,16.05,53.01
2001.0,2100.0,28.76,57.22
2001.0,2200.0,45.72,61.33
2001.0,2300.0,55.23,61.80
2001.0,2400.0,93.80,61.83
2002.0,0.0,0.35,22.91
2002.0,100.0,0.09,26.03
2002.0,200.0,0.22,27.54
2002.0,300.0,0.25,27.31
2002.0,400.0,0.41,28.96
2002.0,500.0,0.62,31.08
2002.0,600.0,0.65,32.58
2002.0,700.0,1.30,34.26
2002.0,800.0,1.43,35.83
2002.0,900.0,1.36,38.63
2002.0,1000.0,2.38,39.87
2002.0,1100.0,3.07,45.14
2002.0,1200.0,4.11,49.30
2002.0,1300.0,5.39,50.45
2002.0,1400.0,10.74,52.13
2002.0,1500.0,10.79,56.03
2002.0,1600.0,5.81,62.40
2002.0,1700.0,6.96,64.30
2002.0,1800.0,16.55,64.51
2002.0,1900.0,25.15,65.33
2002.0,2000.0,42.47,64.37
2002.0,2100.0,52.41,66.38
2002.0,2200.0,54.90,70.45
2002.0,2300.0,56.16,71.33
2002.0,2400.0,74.55,68.02
2003.0,0.0,0.46,16.17
2003.0,100.0,0.06,17.29
2003.0,200.0,0.18,18.47
2003.0,300.0,0.17,17.94
2003.0,400.0,0.22,16.89
2003.0,500.0,0.34,17.00
2003.0,600.0,0.28,17.76
2003.0,700.0,0.58,19.74
2003.0,800.0,0.83,21.06
2003.0,900.0,1.05,23.89
2003.0,1000.0,1.84,27.46
2003.0,1100.0,2.76,34.33
2003.0,1200.0,3.05,40.77
2003.0,1300.0,3.98,43.44
2003.0,1400.0,8.33,43.70
2003.0,1500.0,8.07,47.20
2003.0,1600.0,6.50,55.42
2003.0,1700.0,8.27,56.34
2003.0,1800.0,16.74,52.74
2003.0,1900.0,19.58,50.09
2003.0,2000.0,34.36,47.20
2003.0,2100.0,49.46,46.35
2003.0,2200.0,66.37,49.70
2003.0,2300.0,73.11,52.67
2003.0,2400.0,92.12,54.79
2004.0,0.0,0.28,11.39
2004.0,100.0,0.04,12.29
2004.0,200.0,0.05,15.95
2004.0,300.0,0.11,16.56
2004.0,400.0,0.20,16.12
2004.0,500.0,0.41,16.53
2004.0,600.0,0.27,17.04
2004.0,700.0,0.61,18.10
2004.0,800.0,0.71,19.07
2004.0,900.0,0.84,21.56
2004.0,1000.0,1.46,25.43
2004.0,1100.0,2.07,30.60
2004.0,1200.0,2.07,33.47
2004.0,1300.0,2.99,34.99
2004.0,1400.0,5.05,37.24
2004.0,1500.0,5.22,39.98
2004.0,1600.0,3.66,44.85
2004.0,1700.0,5.13,45.74
2004.0,1800.0,14.35,44.26
2004.0,1900.0,17.02,45.76
2004.0,2000.0,30.50,40.46
2004.0,2100.0,43.27,37.05
2004.0,2200.0,57.04,39.02
2004.0,2300.0,61.97,42.28
2004.0,2400.0,86.14,44.81
2005.0,0.0,0.37,16.31
2005.0,100.0,0.07,16.96
2005.0,200.0,0.10,16.51
2005.0,300.0,0.29,17.10
2005.0,400.0,1.46,18.05
2005.0,500.0,3.34,19.47
2005.0,600.0,5.97,21.42
2005.0,700.0,8.96,22.39
2005.0,800.0,10.71,24.00
2005.0,900.0,11.68,28.43
2005.0,1000.0,14.45,30.56
2005.0,1100.0,16.45,33.07
2005.0,1200.0,18.12,35.00
2005.0,1300.0,22.45,34.36
2005.0,1400.0,27.67,30.92
2005.0,1500.0,30.91,30.15
2005.0,1600.0,34.34,29.29
2005.0,1700.0,35.52,29.12
2005.0,1800.0,40.70,28.02
2005.0,1900.0,42.04,28.57
2005.0,2000.0,48.45,25.19
2005.0,2100.0,55.59,25.69
2005.0,2200.0,62.96,29.15
2005.0,2300.0,68.18,31.24
2005.0,2400.0,87.30,33.15
2006.0,0.0,0.42,12.78
2006.0,100.0,0.07,15.66
2006.0,200.0,0.16,18.63
2006.0,300.0,0.23,19.96
2006.0,400.0,0.66,20.11
2006.0,500.0,1.65,20.65
2006.0,600.0,2.43,20.38
2006.0,700.0,3.68,21.09
2006.0,800.0,4.42,21.08
2006.0,900.0,5.31,22.55
2006.0,1000.0,6.90,25.49
2006.0,1100.0,7.19,30.39
2006.0,1200.0,6.36,33.52
2006.0,1300.0,9.15,33.22
2006.0,1400.0,14.29,34.68
2006.0,1500.0,23.05,33.07
2006.0,1600.0,34.07,28.26
2006.0,1700.0,37.78,26.58
2006.0,1800.0,40.92,26.69
2006.0,1900.0,43.13,29.40
2006.0,2000.0,51.75,28.98
2006.0,2100.0,61.63,28.91
2006.0,2200.0,70.45,33.48
2006.0,2300.0,74.61,35.26
2006.0,2400.0,91.82,39.73
2007.0,0.0,0.41,13.12
2007.0,100.0,0.08,14.13
2007.0,200.0,0.07,13.53
2007.0,300.0,0.08,12.32
2007.0,400.0,0.13,11.98
2007.0,500.0,0.39,11.84
2007.0,600.0,0.52,12.69
2007.0,700.0,1.32,14.83
2007.0,800.0,1.57,16.94
2007.0,900.0,2.22,21.97
2007.0,1000.0,4.60,25.88
2007.0,1100.0,5.41,30.12
2007.0,1200.0,5.35,34.03
2007.0,1300.0,7.79,33.42
2007.0,1400.0,12.13,34.21
2007.0,1500.0,18.54,33.50
2007.0,1600.0,25.90,33.62
2007.0,1700.0,27.07,33.36
2007.0,1800.0,32.84,31.43
2007.0,1900.0,34.29,30.20
2007.0,2000.0,43.32,26.36
2007.0,2100.0,51.39,25.70
2007.0,2200.0,59.73,28.74
2007.0,2300.0,62.69,32.45
2007.0,2400.0,80.36,38.63
2008.0,0.0,0.64,10.11
2008.0,100.0,0.12,11.85
2008.0,200.0,0.16,12.49
2008.0,300.0,0.56,11.97
2008.0,400.0,0.94,12.96
2008.0,500.0,1.84,15.03
2008.0,600.0,2.99,15.89
2008.0,700.0,3.86,18.14
2008.0,800.0,4.39,20.53
2008.0,900.0,5.66,24.17
2008.0,1000.0,8.24,26.00
2008.0,1100.0,9.15,30.69
2008.0,1200.0,10.60,34.28
2008.0,1300.0,16.14,30.91
2008.0,1400.0,22.12,28.60
2008.0,1500.0,29.40,24.50
2008.0,1600.0,38.59,19.91
2008.0,1700.0,39.25,20.04
2008.0,1800.0,41.83,18.55
2008.0,1900.0,39.59,18.47
2008.0,2000.0,45.38,14.85
2008.0,2100.0,51.68,14.62
2008.0,2200.0,58.84,16.19
2008.0,2300.0,59.49,17.95
2008.0,2400.0,70.21,20.22
2009.0,0.0,0.34,13.09
2009.0,100.0,0.05,13.42
2009.0,200.0,0.04,13.31
2009.0,300.0,0.05,11.22
2009.0,400.0,0.09,10.64
2009.0,500.0,0.24,9.96
2009.0,600.0,0.12,10.70
2009.0,700.0,0.31,11.57
2009.0,800.0,0.38,12.15
2009.0,900.0,0.51,14.44
2009.0,1000.0,1.25,19.82
2009.0,1100.0,2.30,27.12
2009.0,1200.0,2.73,30.80
2009.0,1300.0,4.93,31.81
2009.0,1400.0,9.46,35.51
2009.0,1500.0,15.25,37.89
2009.0,1600.0,25.01,40.36
2009.0,1700.0,29.06,40.41
2009.0,1800.0,36.13,38.19
2009.0,1900.0,38.26,39.60
2009.0,2000.0,44.49,36.75
2009.0,2100.0,49.91,35.76
2009.0,2200.0,56.94,36.10
2009.0,2300.0,60.57,35.70
2009.0,2400.0,72.96,36.16
2010.0,0.0,0.35,10.88
2010.0,100.0,0.05,12.29
2010.0,200.0,0.10,15.02
2010.0,300.0,0.54,16.17
2010.0,400.0,1.74,16.12
2010.0,500.0,3.72,16.85
2010.0,600.0,5.73,17.31
2010.0,700.0,6.87,18.34
2010.0,800.0,7.86,18.59
2010.0,900.0,8.69,19.80
2010.0,1000.0,11.53,21.71
2010.0,1100.0,12.12,26.42
2010.0,1200.0,10.36,30.34
2010.0,1300.0,13.50,29.72
2010.0,1400.0,20.96,27.40
2010.0,1500.0,28.87,24.80
2010.0,1600.0,36.21,25.05
2010.0,1700.0,37.26,25.85
2010.0,1800.0,39.95,24.73
2010.0,1900.0,40.81,24.92
2010.0,2000.0,47.88,22.88
2010.0,2100.0,57.46,22.54
2010.0,2200.0,66.83,23.89
2010.0,2300.0,70.15,25.74
2010.0,2400.0,89.02,30.14
2011.0,0.0,0.28,11.49
2011.0,100.0,0.07,12.43
2011.0,200.0,0.06,13.42
2011.0,300.0,0.10,13.36
2011.0,400.0,0.35,13.23
2011.0,500.0,0.47,12.53
2011.0,600.0,0.43,13.07
2011.0,700.0,0.88,14.44
2011.0,800.0,1.18,15.97
2011.0,900.0,1.53,18.98
2011.0,1000.0,2.77,22.59
2011.0,1100.0,4.23,27.15
2011.0,1200.0,5.34,30.75
2011.0,1300.0,8.69,29.87
2011.0,1400.0,12.25,30.10
2011.0,1500.0,17.00,29.47
2011.0,1600.0,26.45,28.51
2011.0,1700.0,28.37,26.76
2011.0,1800.0,31.48,25.98
2011.0,1900.0,31.48,26.59
2011.0,2000.0,38.48,23.77
2011.0,2100.0,46.92,22.82
2011.0,2200.0,54.72,23.88
2011.0,2300.0,59.12,26.14
2011.0,2400.0,76.59,30.96
2012.0,0.0,0.43,11.61
2012.0,100.0,0.09,13.19
2012.0,200.0,0.14,15.79
2012.0,300.0,0.30,16.48
2012.0,400.0,0.49,16.69
2012.0,500.0,0.54,16.80
2012.0,600.0,0.74,18.40
2012.0,700.0,1.25,20.73
2012.0,800.0,1.45,23.09
2012.0,900.0,2.04,26.52
2012.0,1000.0,3.71,30.64
2012.0,1100.0,4.33,34.69
2012.0,1200.0,4.52,37.77
2012.0,1300.0,7.00,37.26
2012.0,1400.0,11.33,39.49
2012.0,1500.0,19.55,38.42
2012.0,1600.0,32.49,34.03
2012.0,1700.0,34.62,30.48
2012.0,1800.0,39.96,26.44
2012.0,1900.0,40.16,28.35
2012.0,2000.0,44.67,28.29
2012.0,2100.0,50.59,27.45
2012.0,2200.0,56.43,29.34
2012.0,2300.0,60.69,31.21
2012.0,2400.0,70.90,33.33
2013.0,0.0,0.36,11.88
2013.0,100.0,0.05,13.34
2013.0,200.0,0.14,12.91
2013.0,300.0,0.15,11.33
2013.0,400.0,0.13,10.55
2013.0,500.0,0.25,10.56
2013.0,600.0,0.39,12.19
2013.0,700.0,0.86,14.51
2013.0,800.0,1.17,16.62
2013.0,900.0,1.62,20.49
2013.0,1000.0,2.98,24.52
2013.0,1100.0,3.63,28.73
2013.0,1200.0,4.05,30.96
2013.0,1300.0,7.96,31.75
2013.0,1400.0,10.85,35.03
2013.0,1500.0,16.03,35.25
2013.0,1600.0,23.21,33.79
2013.0,1700.0,26.06,33.03
2013.0,1800.0,31.48,33.28
2013.0,1900.0,32.60,34.13
2013.0,2000.0,40.72,28.68
2013.0,2100.0,48.10,26.49
2013.0,2200.0,55.66,29.08
2013.0,2300.0,58.95,31.94
2013.0,2400.0,71.43,34.79
2014.0,0.0,0.69,15.15
2014.0,100.0,0.13,15.66
2014.0,200.0,0.13,15.05
2014.0,300.0,0.23,14.58
2014.0,400.0,0.47,14.20
2014.0,500.0,0.76,12.81
2014.0,600.0,0.71,13.74
2014.0,700.0,0.99,15.21
2014.0,800.0,1.26,16.11
2014.0,900.0,1.88,17.83
2014.0,1000.0,2.13,21.53
2014.0,1100.0,2.45,28.05
2014.0,1200.0,3.76,32.19
2014.0,1300.0,8.81,31.70
2014.0,1400.0,15.88,32.78
2014.0,1500.0,25.46,29.42
2014.0,1600.0,39.25,23.22
2014.0,1700.0,40.80,21.77
2014.0,1800.0,43.72,22.17
2014.0,1900.0,45.22,23.36
2014.0,2000.0,51.55,19.54
2014.0,2100.0,57.42,19.10
2014.0,2200.0,63.12,22.84
2014.0,2300.0,66.48,25.09
2014.0,2400.0,70.52,26.58
2015.0,0.0,0.47,11.86
2015.0,100.0,0.09,12.41
2015.0,200.0,0.08,9.96
2015.0,300.0,0.12,8.90
2015.0,400.0,0.12,9.05
2015.0,500.0,0.21,9.95
2015.0,600.0,0.24,10.90
2015.0,700.0,0.43,12.69
2015.0,800.0,0.59,13.57
2015.0,900.0,0.87,15.46
2015.0,1000.0,1.50,17.48
2015.0,1100.0,2.25,22.40
