Year,SCA,CCA
2000,17.39,71.07
2001,11.93,61.99
2002,17.32,63.07
2003,12.23,55.63
2004,12.93,52.74
2005,22.80,52.13
2006,17.78,55.41
2007,21.47,49.88
2008,15.59,42.71
2009,17.29,53.67
2010,23.38,51.98
2011,14.47,50.02
2012,16.75,51.80
2013,14.56,46.32
2014,12.04,51.04
2015,11.88,50.62
2016,7.86,42.21
2017,15.63,53.07
2018,18.62,52.16
2019,15.02,46.68
2020,16.44,48.91
2021,8.51,42.73
2022,18.51,50.03
2023,16.37,49.71
2024,15.43,62.50
